Unnamed: 0,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,st_teff,st_rad,st_mass,st_met,sy_snum,sy_pnum,sy_dist,esi,p_habitable,pl_name,ra,dec,travel_time_years
331,3.24,10.59,1.71,151.92,0.4894,4593.0,0.68,0.69,-0.21,1,3,16.9043,0.3886113882958691,1,HD 48948 d,102.489811,60.3373133,220.5397494402788
332,3.62,12.77,1.48,14.0726,0.1059,5358.0,0.92,0.8,-0.07,1,2,35.0553,0.3121229389950777,1,HD 51608 b,103.7137102,-55.2600189,457.3444081419406
333,3.87,14.31,1.36,95.9446,0.3809,5358.0,0.92,0.8,-0.07,1,2,35.0553,0.3353209514623362,1,HD 51608 c,103.7137102,-55.2600189,457.3444081419406
334,2.45,7.8,2.9,14.339156,0.1202,6203.0,1.19,1.13,-0.12,1,2,57.5846,0.413294405807826,1,HD 5278 b,12.5467785,-83.7437671,751.2699878503505
335,4.49,18.4,1.12,40.87,0.2416,6203.0,1.19,1.13,-0.12,1,2,57.5846,0.2975783925617645,1,HD 5278 c,12.5467785,-83.7437671,751.2699878503505
336,2.164,37.3,20.15,7.1079384,0.072,5634.0,0.92,0.99,0.079,1,3,22.4035,0.2525008923862289,1,HD 63433 b,117.4793699,27.3631342,292.28434638436886
337,2.582,17.2,5.43,20.543847,0.146,5634.0,0.92,0.99,0.079,1,3,22.4035,0.5267711864499202,1,HD 63433 c,117.4793699,27.3631342,292.28434638436886
338,1.073,1.25,5.56,4.209075,0.0503,5688.0,0.91,0.99,0.03,1,3,22.4035,0.7642369354820552,2,HD 63433 d,117.4793699,27.3631342,292.28434638436886
339,12.31,79.4575,0.234,2.81805,0.04,4812.0,0.77,0.42,0.1,1,1,37.6894,0.2515267101597977,1,HD 63454 b,114.8406393,-78.2791464,491.7098508991466
340,2.916,10.5,2.32,9.058807,0.083,5513.0,0.96,0.94,0.107,1,2,48.9739,0.3616000524421722,1,HD 63935 b,117.9246417,9.3852412,638.9316111943867
341,3.065,11.1,2.11,21.4027,0.148,5513.0,0.96,0.94,0.107,1,2,48.9739,0.3521423317233699,1,HD 63935 c,117.9246417,9.3852412,638.9316111943867
342,3.17,10.2,1.76,8.667,0.0785,5385.0,0.89,0.86,-0.05,1,3,12.5591,0.3324045664999139,1,HD 69830 b,124.6010091,-12.6364246,163.85066327475292
343,3.46,11.8,1.57,31.56,0.186,5385.0,0.89,0.86,-0.05,1,3,12.5591,0.3252254557751383,1,HD 69830 c,124.6010091,-12.6364246,163.85066327475292
344,4.45,18.1,1.13,197.0,0.63,5385.0,0.89,0.86,-0.05,1,3,12.5591,0.3714137882492838,1,HD 69830 d,124.6010091,-12.6364246,163.85066327475292
345,2.79,10.2,2.58,6.398042,0.0604,4511.0,0.65,0.73,0.0,1,2,31.5666,0.3763033879491013,1,HD 73583 b,129.6883026,-13.2565267,411.8295377319088
346,2.39,9.7,3.88,18.87974,0.1242,4511.0,0.65,0.73,0.0,1,2,31.5666,0.4601291556500567,1,HD 73583 c,129.6883026,-13.2565267,411.8295377319088
347,2.4,6.3566,2.53,5.39792,0.06,5131.0,0.78,0.65,-0.21,1,3,16.9922,0.4007385027482677,1,HD 7924 b,20.4956562,76.7101475,221.68652534793546
348,2.72,7.86,2.15,15.299,0.1134,5075.0,0.78,0.83,-0.15,1,3,16.9922,0.3687137831964511,1,HD 7924 c,20.4956562,76.7101475,221.68652534793546
349,2.42,6.44,2.5,24.451,0.1551,5075.0,0.78,0.83,-0.15,1,3,16.9922,0.4047212826060898,1,HD 7924 d,20.4956562,76.7101475,221.68652534793546
350,6.16,31.46517,0.74,799.52,1.373,5186.0,0.8,0.76,-0.07,1,1,33.5225,0.2436783349819563,1,HD 85390 b,147.5105663,-49.7905254,437.34693247349765
351,2.16,7.25,3.97,3.98442,0.049,5863.0,1.05,1.02,0.018,1,2,45.683,0.4805228660444454,1,HD 86226 c,149.1235154,-24.0991859,595.997312735828
352,4.43,17.98,1.14,49.77,0.25,5599.0,0.92,0.84,-0.24,1,1,21.9496,0.3021363473704253,1,HD 90156 b,155.9801144,-29.645103,286.3625991205991
353,1.69,3.49611,3.98,2.45946,0.035,5408.0,0.91,0.94,-0.23,1,2,56.163,0.5431608466219179,1,HD 93351 b,161.6779279,-1.6885763,732.7232685064971
354,1.88,4.2,3.47,7.3426,0.0756,5977.0,1.18,1.04,0.02,1,3,43.3475,0.4935680099772263,1,HD 93385 b,161.5627065,-41.464604,565.5275160085
355,2.56,7.1,2.33,13.18,0.112,5977.0,1.18,1.04,0.02,1,3,43.3475,0.3843463335413584,1,HD 93385 c,161.5627065,-41.464604,565.5275160085
356,2.89,8.7,1.98,45.85,0.2565,5977.0,1.18,1.04,0.02,1,3,43.3475,0.3650343471000605,1,HD 93385 d,161.5627065,-41.464604,565.5275160085
357,1.47,2.8,4.81,1.0376109,0.02061,5908.0,1.03,1.08,0.11,2,2,82.3432,0.624875061837305,1,HD 93963 A b,162.7766969,25.641065,1074.279839810626
358,3.89,42.44,3.98,55.087,0.262,5212.0,0.87,0.83,0.04,1,1,36.9941,0.4136277559005525,1,HD 95338 b,164.8563364,-56.6235564,482.6387099595143
359,3.76,13.6,1.41,2946.0,2.94,3719.0,0.37,0.39,-0.362,1,2,5.675773,0.1797688783877754,1,HD 95735 c,165.834471,35.972317,74.04823360327843
360,2.93,8.9,1.94,8.1245,0.0777,5845.0,1.16,0.89,-0.18,1,3,25.4111,0.3481462667625954,1,HD 96700 b,166.9742616,-30.1751383,331.52260827137883
361,1.69,3.5,3.98,19.88,0.141,5845.0,1.16,0.89,-0.18,1,3,25.4111,0.5491916892783331,1,HD 96700 c,166.9742616,-30.1751383,331.52260827137883
362,3.61,12.7,1.48,103.5,0.424,5845.0,1.16,0.89,-0.18,1,3,25.4111,0.347721580272508,1,HD 96700 d,166.9742616,-30.1751383,331.52260827137883
363,2.12,8.3,4.8,9.4897116,0.0805,5212.0,0.73,0.85,-0.23,1,1,21.5618,0.5276475033216451,1,HD 97658 b,168.6376584,25.7105962,281.30321690229135
364,5.44,25.5,0.87,17.0503,0.12,4929.0,0.82,0.85,0.3,2,2,18.2038,0.2760193932720614,1,HD 99492 b,171.689687,3.0071331,237.4935070284453
365,1.829,4.0,3.59,7.610303,0.06899,4930.0,0.74,0.76,-0.1,1,2,46.2122,0.5059621706846092,1,HIP 113103 b,343.5723794,-43.0102291,602.9014516474538
366,2.4,6.35,2.52,14.245648,0.10479,4930.0,0.74,0.76,-0.1,1,2,46.2122,0.4034380869823588,1,HIP 113103 c,343.5723794,-43.0102291,602.9014516474538
367,2.469,9.7,3.53,9.1004157,0.0792,5048.0,0.76,0.8,0.0,2,1,62.4491,0.4351494484022042,1,HIP 116454 b,353.9543517,0.4447043,814.7340538662303
368,13.2,114.4188,0.273,57.435,0.25,3901.0,0.65,0.69,-0.14,1,1,23.371,0.272364969584075,1,HIP 12961 b,41.6800749,-23.0860048,304.9067091904874
369,1.551,4.5,6.3,3.5379559,0.04518,5289.0,0.98,0.9,0.24,1,3,68.192,0.6047539458140194,1,HIP 29442 c,93.0578446,-14.6493167,889.6580511367813
370,1.538,5.14,11.0,6.429575,0.0673,5289.0,0.98,0.9,0.24,1,3,68.192,0.442514911665016,1,HIP 29442 d,93.0578446,-14.6493167,889.6580511367813
371,13.3,762.78818,1.78,3274.0,4.0,4799.0,0.66,0.8,-0.22,1,1,39.7429,0.1695054776552486,1,HIP 54597 b,167.6082179,-29.4143018,518.5005713356991
372,2.4,6.3566,2.53,8.1352,0.07,4510.0,0.78,0.29,0.01,1,3,25.8618,0.4016746840134111,1,HIP 57274 b,176.1705487,30.9576484,337.4026071517071
373,14.2,130.0,0.249,32.03,0.178,4640.0,0.68,0.73,0.09,1,3,25.8618,0.2621613829343112,1,HIP 57274 c,176.1705487,30.9576484,337.4026071517071
374,14.2,167.4,0.321,431.7,1.01,4640.0,0.68,0.73,0.09,1,3,25.8618,0.4078697444295132,1,HIP 57274 d,176.1705487,30.9576484,337.4026071517071
375,13.4,667.415,1.52,111.7,0.36,3191.0,0.48,0.49,0.4,1,1,14.5324,0.328076404379481,1,HIP 79431 b,243.1742467,-18.8764247,189.59506485130456
376,2.536,8.9,2.97,10.751014,0.093,5618.0,0.96,0.94,0.007,1,2,101.694,0.4082581344411373,1,HIP 8152 b,26.2092533,-18.4013844,1326.7375330288573
377,2.524,10.7,3.63,19.60562,0.139,5618.0,0.96,0.94,0.007,1,2,101.694,0.438974278428981,1,HIP 8152 c,26.2092533,-18.4013844,1326.7375330288573
378,3.828,8.3,0.81,20.772858,0.145,5649.0,0.96,0.94,-0.018,1,2,67.5478,0.291558723524504,1,HIP 9618 b,30.9050061,21.2813274,881.2535796952292
379,3.429,7.0,1.0,52.56363,0.269,5649.0,0.96,0.94,-0.018,1,2,67.5478,0.318010992384153,1,HIP 9618 c,30.9050061,21.2813274,881.2535796952292
380,2.48,19.1,6.86,10.288914,0.091,5216.0,0.84,0.93,0.248,1,2,65.9501,0.4629082965555322,1,HIP 97166 b,296.2446203,74.0628577,860.4093946251152
381,2.75,8.0,2.11,16.432,0.124,5216.0,0.84,0.93,0.248,1,2,65.9501,0.3660366635224474,1,HIP 97166 c,296.2446203,74.0628577,860.4093946251152
382,2.2,5.46,2.82,36.116,0.1417,3347.0,0.3,0.29,-0.18,1,1,6.24442,0.4403456557704869,1,HN Lib b,218.5684823,-12.5170062,81.46701266540855
383,2.085,5.0,3.03,3.58599,0.048,6201.0,1.31,1.15,-0.14,2,3,31.964,0.448993704758213,1,HR 858 b,42.9849779,-30.8140609,417.01416510054077
384,1.939,4.42,3.33,5.97293,0.0674,6201.0,1.31,1.15,-0.14,2,3,31.964,0.479403208594604,1,HR 858 c,42.9849779,-30.8140609,417.01416510054077
385,2.164,5.32,2.88,11.23,0.1027,6201.0,1.31,1.15,-0.14,2,3,31.964,0.4373494661907313,1,HR 858 d,42.9849779,-30.8140609,417.01416510054077
386,13.6,464.02947,1.01,3.986,0.0435,4203.0,0.65,0.69,-0.05,1,1,37.6604,0.2712694459408715,1,HS Psc b,24.347379,26.9528036,491.3315061742087
387,3.84,27.0,2.6,19.3044,0.137,5620.0,0.98,0.92,-0.07,1,1,272.36,0.3453259212484446,1,K2-10 b,172.1216476,1.6906217,3553.309285658344
388,2.0,4.66,3.2,14.6762429,0.1124,4927.0,0.76,0.82,0.07,1,1,188.33,0.4694632070315288,1,K2-101 b,130.3439097,18.9338205,2457.022829226156
389,1.79,3.86,3.7,1.9741954,0.0242,3712.0,0.48,0.51,0.18,1,1,189.289,0.5145751764338523,1,K2-104 b,129.6366594,19.7737202,2469.5342978887584
390,2.592,15.9,5.02,13.86375,0.10207,5010.0,0.71,0.74,-0.34,1,1,116.474,0.500179961710757,1,K2-110 b,207.3497402,-12.2849182,1519.5628790489422
391,1.82,5.58,5.0,5.3518,0.0565,5775.0,1.25,0.84,-0.46,1,2,200.394,0.5751121826011566,1,K2-111 b,59.8903081,21.2985263,2614.4142348003306
392,3.33,11.08,1.65,15.6805,0.11569,5775.0,1.25,0.84,-0.46,1,2,200.394,0.3258758308157872,1,K2-111 c,59.8903081,21.2985263,2614.4142348003306
393,0.69,0.257,4.3,4.655411,0.048,4348.35,0.67,0.69,0.01,1,1,49.3855,0.6362948730377915,1,K2-116 b,336.1523363,-11.5793181,644.3014970145401
394,2.03,4.78,3.14,1.2916,0.0189,3778.0,0.51,0.54,-0.05,1,2,101.632,0.4588720203308641,1,K2-117 b,133.8557342,10.4692176,1325.9286580996798
395,2.06,4.9,3.08,5.444017,0.0492,3778.0,0.51,0.54,-0.05,1,2,101.632,0.4544139082442264,1,K2-117 c,133.8557342,10.4692176,1325.9286580996798
396,2.54,6.99,2.34,50.92092,0.245,4726.29,0.73,0.76,0.129,1,1,321.722,0.3999404709020493,1,K2-118 b,132.1268608,15.6558964,4197.304192981986
397,2.53,6.94,2.35,7.727283,0.0698,4740.0,0.71,0.76,-0.05,1,1,365.581,0.3852763191749259,1,K2-119 b,132.0098683,16.9017663,4769.5049271562
398,2.01,4.7,3.18,9.562742,0.078,4349.9,0.67,0.69,-0.303,1,1,289.543874,0.4656742081788053,1,K2-120 b,132.142853,17.1905813,3777.496460896202
399,7.52,44.1,0.57,5.1857539,0.0629,4690.0,0.67,0.69,-0.16,1,1,169.398,0.2608624982912932,1,K2-121 b,126.9366624,17.5793267,2210.028955690821
400,1.16,1.65,5.81,2.2193023,0.0373,4009.0,0.59,0.63,0.32,2,1,72.0444,0.7230915077883052,1,K2-122 b,126.4762179,20.3593384,939.9178862523277
401,2.76,8.05,2.1,30.951524,0.1649,4035.0,0.59,0.62,0.03,1,1,161.555,0.3703359063147127,1,K2-123 b,134.4441404,21.4532748,2107.706277149852
402,2.9,8.75,1.97,6.413651,0.049,3570.0,0.39,0.39,0.023,1,1,140.385,0.3499858259055149,1,K2-124 b,133.6410515,23.1329509,1831.51462794517
403,1.97,4.54,3.26,7.385655,0.0656,4339.0,0.65,0.69,0.02,1,1,102.953,0.4730747417409158,1,K2-126 b,203.5467021,-13.5769705,1343.1629126390933
404,8.37,52.9,0.496,3.588163,0.0411,4575.0,0.66,0.72,-0.11,1,1,709.999,0.258224214329788,1,K2-127 b,207.0782895,-11.5889878,9262.909529696499
405,1.42,2.6,4.99,5.675819,0.056,4469.51,0.78,0.71,-0.26,1,1,114.637,0.6468766969758456,1,K2-128 b,204.4376666,-8.5970858,1495.596697679599
406,1.89,4.23,3.44,39.91488,0.2114,5698.0,0.78,0.8,-0.54,1,1,342.394,0.5026126754358556,1,K2-13 b,170.1554763,2.5027534,4466.998750013596
407,1.25,2.1,5.91,2.49412,0.032,4356.47,0.74,0.7,-0.24,1,1,118.011,0.69305934296774,1,K2-130 b,290.2705419,-19.6908744,1539.615149470652
408,1.69,7.9,8.8,0.3693038,0.00936,5120.0,0.76,0.8,-0.04,1,1,152.509,0.4734117527776948,1,K2-131 b,182.751404,-9.7652392,1989.688815708872
409,1.014,4.3,24.0,7.9752,0.0707,4500.0,0.68,0.74,-0.02,2,3,59.2474,0.4656607632839103,1,K2-136 b,67.4128615,22.8825674,772.9634915961013
410,3.0,18.1,3.69,17.30713,0.1185,4500.0,0.68,0.74,-0.02,2,3,59.2474,0.4132560011472457,1,K2-136 c,67.4128615,22.8825674,772.9634915961013
411,1.565,3.0,4.3,25.575,0.1538,4500.0,0.68,0.74,-0.02,2,3,59.2474,0.5885870819330997,1,K2-136 d,67.4128615,22.8825674,772.9634915961013
412,1.51,3.1,4.9,2.35309,0.03385,5356.3,0.86,0.94,0.14,1,6,202.585,0.6219843284528753,1,K2-138 b,348.9490311,-10.8497391,2642.998831087882
413,2.299,6.31,2.8,3.56004,0.04461,5356.3,0.86,0.94,0.14,1,6,202.585,0.4185971874008609,1,K2-138 c,348.9490311,-10.8497391,2642.998831087882
414,2.39,7.92,3.1,5.40479,0.05893,5356.3,0.86,0.94,0.14,1,6,202.585,0.4227202291838191,1,K2-138 d,348.9490311,-10.8497391,2642.998831087882
415,3.39,12.97,1.8,8.26146,0.0782,5356.3,0.86,0.94,0.14,1,6,202.585,0.3259789233364234,1,K2-138 e,348.9490311,-10.8497391,2642.998831087882
416,2.904,1.63,0.4,12.75758,0.10447,5356.3,0.86,0.94,0.14,1,6,202.585,0.3085021537625146,1,K2-138 f,348.9490311,-10.8497391,2642.998831087882
417,3.013,4.32,0.9,41.96797,0.23109,5356.3,0.86,0.94,0.14,1,6,202.585,0.3264718788729643,1,K2-138 g,348.9490311,-10.8497391,2642.998831087882
418,4.81,20.7,1.02,8.36802,0.0627,3789.0,0.45,0.47,-0.37,1,1,364.048,0.2804149060028574,1,K2-14 b,178.0568745,2.5941222,4749.504842213793
419,1.51,4.97,7.93,0.2803244,0.00747,4570.0,0.68,0.71,0.0,1,2,61.8736,0.5377361304525188,1,K2-141 b,350.9170464,-1.1891827,807.2258680316863
420,7.0,8.0,0.081,7.7485,0.0683,4570.0,0.68,0.71,0.0,1,2,61.8736,0.2505244198686286,1,K2-141 c,350.9170464,-1.1891827,807.2258680316863
421,2.05,5.77,3.69,2.6446,0.0248,3385.0,0.33,0.33,-0.02,1,2,79.3002,0.4797308177766812,1,K2-146 b,130.0266951,19.0923416,1034.5797364317953
422,2.19,7.49,3.92,4.00498,0.0327,3385.0,0.33,0.33,-0.02,1,2,79.3002,0.4751646262265676,1,K2-146 c,130.0266951,19.0923416,1034.5797364317953
423,0.73,0.315,4.45,0.961918,0.0159,3775.0,0.31,0.58,-0.1,1,1,90.5494,0.6524081443167725,1,K2-147 b,293.8330329,-28.498475,1181.3409598721971
424,1.33,2.33,5.44,4.38395,0.0454,4079.0,0.63,0.65,-0.11,2,3,124.458,0.6928738243393627,1,K2-148 b,14.5176494,-0.193258,1623.7250957352994
425,1.73,3.64,3.86,6.9226,0.0616,4079.0,0.63,0.65,-0.11,2,3,124.458,0.5326830136207434,1,K2-148 c,14.5176494,-0.193258,1623.7250957352994
426,1.64,3.33,4.15,9.7579,0.0774,4079.0,0.63,0.65,-0.11,2,3,124.458,0.5621368975581302,1,K2-148 d,14.5176494,-0.193258,1623.7250957352994
427,1.64,3.33,4.15,11.332,0.083,3745.0,0.57,0.59,0.11,1,1,123.676,0.5626808550873824,1,K2-149 b,9.8217519,7.2769939,1613.522834531801
428,2.48,6.71,2.42,11.8104,0.091,5131.0,0.68,0.72,-0.46,1,1,493.992,0.3927866901787658,1,K2-15 b,178.1105741,4.2546649,6444.802322811487
429,2.0,4.66,3.2,10.59357,0.0727,3499.0,0.44,0.46,0.09,1,1,102.483,0.4680442664403312,1,K2-150 b,18.3443908,8.9874328,1337.031118821134
430,1.49,2.83,4.7,3.835476,0.0373,3695.0,0.45,0.47,-0.19,2,1,69.4798,0.6158928514547822,1,K2-151 b,19.3047733,9.5012663,906.4591661979902
431,2.29,5.86,2.68,32.6479,0.1716,4044.0,0.61,0.63,0.12,1,1,108.449,0.4252927646576989,1,K2-152 b,181.6324078,-5.8274311,1414.865761199742
432,2.0,4.66,3.2,7.51574,0.0614,3845.0,0.53,0.55,-0.09,1,1,143.125,0.4669849974950781,1,K2-153 b,183.8088709,2.0208765,1867.261681266891
433,1.99,4.62,3.22,3.67626,0.0405,4097.0,0.63,0.65,0.21,1,2,129.356,0.4677054932710957,1,K2-154 b,189.0015173,-2.6696217,1687.6262151403316
434,2.07,4.94,3.06,7.95486,0.0677,4097.0,0.63,0.65,0.21,1,2,129.356,0.4533463589109558,1,K2-154 c,189.0015173,-2.6696217,1687.6262151403316
435,1.8,3.89,3.67,6.342,0.0562,4258.0,0.58,0.65,-0.3,1,3,72.7998,0.5132499360317833,1,K2-155 b,65.469614,21.3532633,949.7731140184694
436,2.6,7.27,2.27,13.85,0.0946,4258.0,0.58,0.65,-0.3,1,3,72.7998,0.3798061579163216,1,K2-155 c,65.469614,21.3532633,949.7731140184694
437,1.9,4.27,3.42,40.718,0.1937,4258.0,0.58,0.65,-0.3,1,3,72.7998,0.5007222515329902,1,K2-155 d,65.469614,21.3532633,949.7731140184694
438,1.1,1.37,5.66,0.813143,0.0149,4460.0,0.62,0.66,-0.33,1,1,150.21,0.748893583411513,1,K2-156 b,182.699673,-6.2943552,1959.6952114801725
439,2.64,7.46,2.23,10.06049,0.0887,5503.0,0.95,0.92,0.07,1,2,197.299,0.3745135566032516,1,K2-158 b,179.9397081,-5.7216879,2574.0357201905767
440,1.28,2.18,5.71,5.90279,0.0622,5503.0,0.95,0.92,0.07,1,2,197.299,0.6980033291819817,1,K2-158 c,179.9397081,-5.7216879,2574.0357201905767
441,2.26,5.73,2.73,12.42205,0.1013,5425.0,0.83,0.9,-0.07,1,1,170.998,0.4226816906936156,1,K2-159 b,180.5408896,-3.5809053,2230.903147411534
442,2.02,4.74,3.16,7.6188,0.0667,4742.0,0.66,0.68,-0.33,1,3,334.967,0.4630067547089778,1,K2-16 b,175.0972238,4.5574311,4370.1033613200125
443,2.54,6.99,2.34,19.07863,0.1229,4742.0,0.66,0.68,-0.33,1,3,334.967,0.3881711403881184,1,K2-16 c,175.0972238,4.5574311,4370.1033613200125
444,1.44,2.67,4.91,9.45889,0.0795,4842.0,0.69,0.75,-0.17,1,1,124.433,0.6394645739550496,1,K2-162 b,186.0383865,-1.111479,1623.3989364896634
445,2.3,6.5,2.87,9.97748,0.091,6011.0,1.49,1.01,-0.4,1,1,80.8994,0.4233072447023869,1,K2-167 b,336.5761233,-18.011665,1055.4434910566479
446,2.23,5.6,2.77,17.96753,0.119,4320.0,0.66,0.71,0.15,1,1,125.106,0.4289684943577893,1,K2-17 b,178.3296746,6.4123178,1632.1791433821882
447,2.6,7.27,2.27,19.562307,0.126,4455.0,0.68,0.7,0.113,1,1,99.9293,0.3818137440193763,1,K2-174 b,60.7929729,16.347166,1303.7146041978936
448,2.37,8.92,4.11,32.939623,0.1429,3457.0,0.41,0.36,0.12,1,2,38.0266,0.4774440699404089,1,K2-18 b,172.560141,7.5878315,496.10908680428685
449,2.65,7.51,2.22,8.962,0.06,3457.0,0.41,0.36,0.09,1,2,38.0266,0.3731583721243501,1,K2-18 c,172.560141,7.5878315,496.10908680428685
450,2.52,11.44182,5.6,8.8656511,0.0734,5306.0,0.72,0.72,-0.5,1,1,203.896,0.5264762647721665,1,K2-180 b,126.4643579,10.246577,2660.102621929041
451,2.69,20.0,5.6,4.7369683,0.0526,5170.0,0.79,0.86,0.12,1,1,154.83,0.5136666148527077,1,K2-182 b,130.180046,10.9829509,2019.969440073731
452,2.3,5.9,2.66,10.787992,0.0932,5482.0,0.87,0.94,0.09,1,3,329.041,0.4158672710318005,1,K2-183 c,125.007177,14.0194586,4292.790573734422
453,2.3,5.9,2.66,22.620344,0.1527,5482.0,0.87,0.94,0.09,1,3,329.041,0.4200258593108631,1,K2-183 d,125.007177,14.0194586,4292.790573734422
454,1.47,2.76,4.77,16.9780102,0.1685,5245.0,0.75,0.84,-0.1,1,1,75.5857,0.6282374094814116,1,K2-184 b,129.1405227,14.4618826,986.1189957151779
455,1.2,1.87,5.95,0.77401,0.0164,5438.0,0.83,0.97,0.0,1,4,330.916,0.703546995619642,1,K2-187 b,132.5235618,23.1924709,4317.2525171571315
456,1.4,2.54,5.09,2.871512,0.0392,5438.0,0.83,0.97,0.0,1,4,330.916,0.6559035747660833,1,K2-187 c,132.5235618,23.1924709,4317.2525171571315
457,2.4,6.35,2.52,7.149584,0.072,5438.0,0.83,0.97,0.0,1,4,330.916,0.400984857268307,1,K2-187 d,132.5235618,23.1924709,4317.2525171571315
458,1.9,4.27,3.42,13.606629,0.1106,5438.0,0.83,0.97,0.0,1,4,330.916,0.4909151173840678,1,K2-187 e,132.5235618,23.1924709,4317.2525171571315
459,1.35,2.39,5.34,1.742169,0.0289,5977.0,1.19,1.06,-0.01,1,2,446.821,0.6813148450018626,1,K2-188 b,129.8137008,23.3574367,5829.392011775396
460,1.52,2.92,4.57,2.588309,0.0361,5519.0,0.87,0.94,0.0,1,2,242.113,0.6027252926268444,1,K2-189 b,203.6214411,-15.0365158,3158.695737548093
461,2.5,6.8,2.39,6.679195,0.068,5519.0,0.87,0.94,0.0,1,2,242.113,0.3884842566759039,1,K2-189 c,203.6214411,-15.0365158,3158.695737548093
462,7.0,32.4,0.334,7.9222,0.074,5322.0,0.82,0.88,0.06,1,3,289.827,0.2564311796462631,1,K2-19 b,174.9602543,0.603596,3781.1902273994006
463,4.1,10.8,0.94,11.8993,0.0971,5322.0,0.82,0.88,0.06,1,3,289.827,0.2871404965566811,1,K2-19 c,174.9602543,0.603596,3781.1902273994006
464,1.11,10.0,51.4,2.5081,0.0344,5322.0,0.82,0.88,0.06,1,3,289.827,0.4221633203757964,1,K2-19 d,174.9602543,0.603596,3781.1902273994006
465,1.52,2.92,4.57,4.162817,0.049,5222.0,0.81,0.9,0.15,1,1,221.753,0.6032588153291097,1,K2-192 b,206.5823122,-11.5563527,2893.0716479020216
466,3.13,9.96,1.78,15.852975,0.1208,5713.0,0.99,0.94,-0.1,1,2,315.014,0.3370664801270246,1,K2-195 b,199.8315191,-8.5095364,4109.789144192897
467,1.73,6.9,7.2,3.2253993,0.0382,4491.0,0.68,0.71,-0.01,1,2,107.518,0.5296372269255087,1,K2-199 b,208.9014508,-6.1360833,1402.7195908922522
468,2.85,12.4,2.9,7.3744897,0.0662,4491.0,0.68,0.71,-0.01,1,2,107.518,0.3851078468846964,1,K2-199 c,208.9014508,-6.1360833,1402.7195908922522
469,1.84,4.04,2.7,9.325038,0.076,4222.06,0.65,0.68,-0.11,1,2,83.6448,0.4698698438182842,1,K2-21 b,340.3037846,-14.4893256,1091.260994775426
470,2.49,6.76,5.4,15.50192,0.107,4222.06,0.65,0.68,-0.11,1,2,83.6448,0.5298119799485784,1,K2-21 c,340.3037846,-14.4893256,1091.260994775426
471,2.65,7.51,2.22,9.795647,0.0785,4349.0,0.68,0.62,0.03,1,1,109.218,0.3734455348454051,1,K2-212 b,18.4241015,3.0970732,1424.8984195955095
472,1.75,8.0,8.2,2.1748,0.028,4503.0,0.72,0.7,0.0,1,1,115.461,0.4853903648044214,1,K2-216 b,11.4802354,6.3470302,1506.346906415766
473,2.35,8.7,3.68,15.38857,0.1206,5942.0,1.11,0.99,-0.315,1,1,101.321,0.4534496588795982,1,K2-222 b,16.4625203,11.7537171,1321.8712370839662
474,0.89,0.64,4.99,0.50557,0.0127,5859.0,1.0,1.06,0.19,1,2,198.604,0.7247218803350477,1,K2-223 b,185.306183,-10.2820915,2591.061232812783
475,1.56,3.05,4.41,4.47904,0.0516,5620.0,0.84,0.91,-0.19,1,2,275.255,0.5875518503009554,1,K2-224 b,189.7041426,-10.0605942,3591.0785263030084
476,2.41,6.39,2.51,10.09489,0.0886,5620.0,0.84,0.91,-0.19,1,2,275.255,0.4008281354100464,1,K2-224 c,189.7041426,-10.0605942,3591.0785263030084
477,1.54,2.99,4.5,3.27108,0.0413,5424.0,0.91,0.88,-0.03,1,1,211.265,0.5954843044481791,1,K2-226 b,183.6456643,-9.5626286,2756.2413211727494
478,1.21,1.92,5.96,2.69828,0.0338,4715.0,0.65,0.71,-0.25,1,1,129.46,0.700922589441357,1,K2-228 b,187.2947047,-6.8342028,1688.9830376021778
479,1.0,2.49,8.9,0.584216,0.0131,5315.0,0.79,0.87,-0.09,1,2,102.564,0.6363255944675806,1,K2-229 b,186.8729195,-6.7218474,1338.087874776995
480,2.03,21.3,12.8,8.32727,0.0769,5315.0,0.79,0.87,-0.09,1,2,102.564,0.3332306687972837,1,K2-229 c,186.8729195,-6.7218474,1338.087874776995
481,1.343,11.26,26.26,2.4675,0.03308,5033.0,0.71,0.79,-0.09,1,3,67.5062,0.3677195195627709,1,K2-233 b,230.4799011,-20.2317975,880.710850710491
482,1.281,12.81,33.91,7.06005,0.06666,5033.0,0.71,0.79,-0.09,1,3,67.5062,0.3786208481550184,1,K2-233 c,230.4799011,-20.2317975,880.710850710491
483,2.358,21.14,8.85,24.3645,0.15224,5033.0,0.71,0.79,-0.09,1,3,67.5062,0.3986221703522961,1,K2-233 d,230.4799011,-20.2317975,880.710850710491
484,1.1,1.37,5.66,5.24,0.0441,3420.0,0.36,0.4,-0.1,1,3,31.0849,0.7503922012060095,2,K2-239 b,160.5941265,4.4413751,405.5451013869917
485,1.0,0.972,5.34,7.775,0.0576,3420.0,0.36,0.4,-0.1,1,3,31.0849,0.781804152656619,2,K2-239 c,160.5941265,4.4413751,405.5451013869917
486,1.1,1.37,5.66,10.115,0.0685,3420.0,0.36,0.4,-0.1,1,3,31.0849,0.7520636792915977,2,K2-239 d,160.5941265,4.4413751,405.5451013869917
