Unnamed: 0,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,st_teff,st_rad,st_mass,st_met,sy_snum,sy_pnum,sy_dist,esi,p_habitable,pl_name,ra,dec,travel_time_years
1823,4.07,12.15,0.98,26.44,0.1683,5529.0,0.9,0.91,0.211,1,5,904.326,0.2938026481309838,1,Kepler-82 b,,,11798.171438765852
1824,5.34,13.9,0.494,51.54,0.2626,5529.0,0.9,0.91,0.211,1,5,904.326,0.2796845106305876,1,Kepler-82 c,,,11798.171438765852
1825,1.77,3.78,3.75,2.382961,0.034,5428.0,0.95,0.96,0.211,1,5,904.326,0.5199571171432088,1,Kepler-82 d,,,11798.171438765852
1826,2.47,6.66,2.43,5.902206,0.063,5428.0,0.95,0.96,0.211,1,5,904.326,0.391862603855561,1,Kepler-82 e,,,11798.171438765852
1827,4.84,20.9,1.01,75.732,0.3395,5529.0,0.9,0.91,0.211,1,5,904.326,0.3053409788624439,1,Kepler-82 f,292.8733696,42.9661583,11798.171438765852
1828,1.31,2.27,5.55,1.92279873,0.029,5191.0,0.8,0.84,-0.03,1,1,614.571,0.6986783011681337,1,Kepler-821 b,,,8017.920549993883
1829,1.53,2.96,4.54,3.77360059,0.0453,5976.0,1.08,1.03,-0.08,1,2,807.85,0.5996287785573151,1,Kepler-825 b,,,10539.509863486168
1830,1.84,4.04,3.56,8.1818246,0.0759,5976.0,1.08,1.03,-0.08,1,2,807.85,0.5032891463469769,1,Kepler-825 c,,,10539.509863486168
1831,1.51,2.89,4.61,0.56785714,0.0125,5039.0,0.77,0.81,-0.02,1,1,575.322,0.6060834368511857,1,Kepler-828 b,,,7505.863580714971
1832,2.83,42.1,10.2,9.77,0.07295,4082.0,0.61,0.66,-0.2,2,3,400.409,0.3217257175050712,1,Kepler-83 b,,,5223.883895436818
1833,2.36,11.4,4.77,20.09,0.11796,4082.0,0.61,0.66,-0.2,2,3,400.409,0.5065560980723399,1,Kepler-83 c,,,5223.883895436818
1834,1.94,24.6,18.5,5.169796,0.051,4648.0,0.59,0.58,-0.2,2,3,400.409,0.2861349592036883,1,Kepler-83 d,,,5223.883895436818
1835,2.02,4.74,3.16,18.7546998,0.1139,4339.0,0.62,0.64,-0.18,1,1,467.37,0.4668830393561063,1,Kepler-833 b,,,6097.481865318476
1836,2.02,4.74,3.16,13.32388301,0.0862,4554.0,0.66,0.7,-0.13,1,1,633.937,0.4649778662337929,1,Kepler-834 b,,,8270.576548033461
1837,2.56,7.08,2.32,16.56059504,0.1144,5403.0,0.81,0.85,-0.18,1,1,901.907,0.3851890954551025,1,Kepler-837 b,,,11766.612270158099
1838,2.23,40.0,19.8,8.726,0.0827,6039.0,1.43,1.0,-0.07,1,5,1023.9,0.2479423673619207,1,Kepler-84 b,,,13358.178064273676
1839,2.36,20.2,8.44,12.883,0.1072,6039.0,1.43,1.0,-0.07,1,5,1023.9,0.408439065356136,1,Kepler-84 c,,,13358.178064273676
1840,1.38,2.48,5.19,4.224537,0.052,6031.0,1.17,1.06,-0.07,1,5,1023.9,0.6665328407191882,1,Kepler-84 d,,,13358.178064273676
1841,2.6,7.27,2.27,27.434389,0.181,6031.0,1.17,1.06,-0.07,1,5,1023.9,0.3846323370673412,1,Kepler-84 e,,,13358.178064273676
1842,2.2,5.48,2.83,44.552169,0.25,6031.0,1.17,1.06,-0.07,1,5,1023.9,0.4438803350689187,1,Kepler-84 f,,,13358.178064273676
1843,1.6,3.19,4.28,1.21956827,0.0204,4848.0,0.73,0.78,-0.02,1,1,532.726,0.5726173100992594,1,Kepler-842 b,,,6950.140411630294
1844,1.68,3.46,4.01,2.61302086,0.0298,4128.0,0.57,0.59,-0.24,1,1,431.776,0.5462716671270114,1,Kepler-844 b,,,5633.109377751568
1845,2.04,4.82,3.12,0.92785982,0.017,4913.0,0.75,0.79,0.01,1,1,431.051,0.4567798979348318,1,Kepler-845 b,,,5623.65075962812
1846,1.18,1.76,5.89,2.3432319,0.0315,4940.0,0.77,0.83,0.15,1,1,513.103,0.7129587348319201,1,Kepler-847 b,,,6694.131496545575
1847,1.778,1.84,1.819493,8.3,0.0766,5505.2,0.88,0.93,0.0,1,4,765.025,0.4491593413705199,1,Kepler-85 b,,,9980.799075711464
1848,1.978,2.15,1.527272,12.51,0.1007,5505.2,0.88,0.93,0.0,1,4,765.025,0.4140475612666696,1,Kepler-85 c,,,9980.799075711464
1849,1.2,1.87,5.95,17.91323,0.13,5436.0,0.89,0.87,-0.02,1,4,765.025,0.7094508388074412,1,Kepler-85 d,,,9980.799075711464
1850,1.27,0.6,1.6,25.216751,0.163,5436.0,0.89,0.92,0.0,1,4,765.025,0.5497953694819118,1,Kepler-85 e,,,9980.799075711464
1851,1.68,3.46,4.01,8.50699658,0.0802,5455.0,0.85,0.89,-0.07,1,1,839.255,0.5482808438119106,1,Kepler-851 b,,,10949.231107854286
1852,3.09,9.75,1.82,20.38177573,0.1345,5020.0,0.77,0.81,-0.02,1,1,839.903,0.3415150445840919,1,Kepler-859 b,,,10957.685155501174
1853,2.28,5.82,2.7,3.94963138,0.0463,5047.0,0.78,0.82,0.01,1,1,850.327,0.4168076232699524,1,Kepler-861 b,,,11093.680514561618
1854,2.49,6.76,2.41,14.16399294,0.1057,5570.0,0.92,0.93,-0.01,1,2,586.137,0.3925054913060002,1,Kepler-865 b,,,7646.960070377165
1855,0.89,0.64,4.99,6.20920207,0.061,5440.0,0.89,0.78,-0.24,1,2,586.137,0.7266544804368275,1,Kepler-865 c,,,7646.960070377165
1856,1.63,3.29,4.17,2.61703254,0.0331,4751.0,0.71,0.75,-0.07,1,1,646.667,0.5624119364854104,1,Kepler-866 b,,,8436.656835911383
1857,1.43,2.63,4.94,5.14438011,0.0549,5060.0,0.77,0.81,-0.03,1,1,820.913,0.6417764245664636,1,Kepler-876 b,,,10709.934592515963
1858,2.12,5.14,2.96,18.45847097,0.1301,5261.0,0.81,0.85,-0.06,1,1,602.176,0.4475833660462449,1,Kepler-877 b,,,7856.210796007485
1859,1.93,4.38,3.35,25.9422033,0.165,5044.0,0.77,0.81,-0.03,1,1,791.625,0.4884022324405642,1,Kepler-878 b,,,10327.832513068315
1860,1.23,2.04,6.02,3.98953967,0.0449,5476.0,0.87,0.9,-0.03,1,1,504.605,0.6926829232080468,1,Kepler-882 b,,,6583.26344576894
1861,1.76,3.75,3.78,70.6979061,0.328,5875.0,0.9,0.97,-0.21,1,1,420.817,0.5482162472865048,1,Kepler-888 b,,,5490.134210834511
1862,2.81,8.3,2.06,13.7521072,0.1015,4747.0,0.72,0.75,-0.04,1,1,570.727,0.360101123677458,1,Kepler-892 b,,,7445.915511367049
1863,2.78,8.15,2.08,9.803224,0.0916,5603.0,0.85,0.87,-0.25,1,1,1162.91,0.3610413020674976,1,Kepler-894 b,,,15171.75393370886
1864,1.54,2.99,4.5,2.80624233,0.0328,4315.0,0.61,0.65,-0.16,1,1,540.134,0.5953269393367577,1,Kepler-895 b,,,7046.787919297194
1865,1.49,2.83,4.7,5.8706191,0.0545,4223.0,0.62,0.65,-0.06,1,1,484.891,0.6165852561249285,1,Kepler-898 b,,,6326.067311030107
1866,1.64,8.41466,13.547166,1.592851,0.0273,5777.0,1.02,1.07,0.12,1,3,628.257,0.376443167324002,1,Kepler-9 d,,,8196.47316742493
1867,1.32,2.3,5.5,14.44912,0.120138,6015.0,1.29,1.12,0.098,1,8,848.254,0.7023533576580894,1,Kepler-90 i,,,11066.63538991347
1868,2.08,4.98,3.04,6.9913086,0.0679,4836.0,0.73,0.78,-0.01,1,1,487.525,0.4511042964560094,1,Kepler-900 b,,,6360.43144915033
1869,1.37,2.45,5.24,3.51749439,0.0378,4184.0,0.57,0.59,-0.3,1,1,253.867,0.671451034842771,1,Kepler-901 b,,,3312.0427684763795
1870,2.06,4.9,3.08,10.29672521,0.1009,4687.0,0.61,0.63,-0.52,1,2,991.618,0.4560786219151279,1,Kepler-913 b,,,12937.015153568642
1871,1.76,3.75,3.78,32.2968798,0.1885,5248.0,0.81,0.85,-0.05,1,1,830.712,0.5333647924518599,1,Kepler-916 b,,,10837.775970435505
1872,2.067,11.86668,7.457871,49.3568,0.286661,5904.34,1.82,1.07,0.138,1,3,477.992,0.4891203558559396,1,Kepler-92 d,,,6236.060405604358
1873,2.42,6.44,2.5,6.53192704,0.065,5403.0,0.85,0.89,0.0,1,2,1001.68,0.3984439809652607,1,Kepler-920 b,,,13068.287726752274
1874,3.8,13.8,1.38,100.8274113,0.4029,5403.0,0.85,0.89,0.0,1,2,1001.68,0.339408186911566,1,Kepler-920 c,,,13068.287726752274
1875,1.42,2.6,4.99,0.93846683,0.0182,5671.0,0.93,0.95,-0.05,1,1,536.323,0.6452717338551036,1,Kepler-922 b,,,6997.068203892421
1876,2.34,6.08,2.61,33.8678531,0.1805,4673.0,0.72,0.77,0.12,1,1,611.115,0.4187486108843581,1,Kepler-925 b,,,7972.832295877143
1877,1.59,3.15,4.31,3.9324613,0.0444,4700.0,0.7,0.73,-0.11,1,1,508.809,0.5768288546855577,1,Kepler-928 b,,,6638.110384515113
1878,1.478,4.66,7.93,4.72673978,0.05343,5669.0,0.92,0.91,-0.18,1,2,95.9115,0.5457480881578801,1,Kepler-93 b,,,1251.2968995132185
1879,1.33,2.33,5.44,8.03755877,0.0719,5241.0,0.81,0.86,-0.01,1,1,490.0,0.6941215028223146,1,Kepler-931 b,,,6392.721214468308
1880,1.37,2.45,5.24,1.9214374,0.0279,5331.0,0.84,0.87,-0.01,1,1,465.612,0.6709111808536198,1,Kepler-932 b,,,6074.546347165343
1881,2.09,5.02,3.02,55.6738309,0.2658,5001.0,0.77,0.81,0.01,1,1,608.738,0.467028031930343,1,Kepler-934 b,,,7941.821074802059
1882,1.35,2.39,5.34,4.88083852,0.0527,4830.0,0.73,0.78,-0.01,1,1,471.782,0.6823782004335236,1,Kepler-935 b,,,6155.042448988342
1883,3.51,10.84,1.45,2.50806,0.03106,4781.0,0.76,0.81,0.34,1,2,191.904,0.3101018204695915,1,Kepler-94 b,,,2503.650554982298
1884,2.13,5.18,2.95,44.96417488,0.2298,4861.0,0.75,0.81,0.09,1,1,216.354,0.4558288018538824,1,Kepler-942 b,,,2822.6342972144416
1885,2.91,8.8,1.96,8.6893073,0.0774,5403.0,0.86,0.89,0.01,1,2,486.105,0.3499518065770884,1,Kepler-949 b,,,6341.905603998198
1886,2.97,9.11,1.91,20.99757968,0.1394,5211.0,0.9,0.82,0.08,1,2,486.105,0.3498002300421363,1,Kepler-949 c,,,6341.905603998198
1887,5.59,26.7,0.84,71.52530845,0.3091,4834.0,0.73,0.77,-0.01,2,1,382.509,0.2953578280798308,1,Kepler-951 b,,,4990.353875561344
1888,1.19,1.81,5.9,9.10967112,0.0862,5416.0,0.99,0.95,0.26,1,2,258.893,0.7119318893433522,1,Kepler-953 c,,,3377.6138232190683
1889,2.32,5.99,2.64,16.78176602,0.118,4990.0,0.76,0.82,0.02,1,1,215.814,0.4154381669510437,1,Kepler-954 b,,,2815.589257508701
1890,2.06,4.9,3.08,9.7678805,0.0852,5421.0,0.86,0.91,0.01,1,1,449.773,0.4558961269087766,1,Kepler-958 b,,,5867.904895500111
1891,2.29,5.86,2.68,3.12686223,0.0414,4755.0,0.72,0.77,0.02,1,1,284.916,0.4148812825195913,1,Kepler-960 b,,,3717.1195051866375
1892,1.97,4.54,3.26,12.05707239,0.0984,5478.0,0.86,0.93,0.01,1,1,411.486,0.4746854048026656,1,Kepler-962 b,,,5368.398533993278
1893,2.12,5.14,2.96,13.5225106,0.1063,5427.0,0.84,0.93,0.03,1,1,454.626,0.445852026549171,1,Kepler-964 b,,,5931.218928262997
1894,2.35,6.12,2.59,13.22713379,0.1027,5178.0,0.8,0.84,-0.03,1,2,568.546,0.4097744139433426,1,Kepler-967 b,,,7417.4613787777525
1895,3.65,12.9,1.46,198.7112502,0.6253,5178.0,0.8,0.84,-0.03,1,2,568.546,0.3946613065536897,1,Kepler-967 c,,,7417.4613787777525
1896,2.0,4.66,3.2,3.69298373,0.0389,4598.0,0.7,0.76,0.13,1,3,290.324,0.4656817214756814,1,Kepler-968 b,,,3787.674273202647
1897,1.69,3.5,3.98,5.70940492,0.052,4598.0,0.7,0.76,0.13,1,3,290.324,0.5442642339679664,1,Kepler-968 c,,,3787.674273202647
1898,2.07,4.94,3.06,34.1731714,0.2027,5214.0,0.82,0.92,0.22,1,2,390.354,0.4626732694715795,1,Kepler-969 b,,,5092.702646841963
1899,0.99,0.937,5.31,1.6829346,0.0272,5214.0,0.82,0.92,0.22,1,2,390.354,0.7746604853726523,2,Kepler-969 c,,,5092.702646841963
1900,1.48,3.51,5.44,2.58664,0.035618,5779.0,0.98,0.94,-0.2,1,2,400.907,0.6588845080718414,1,Kepler-97 b,,,5230.380987609889
1901,2.609,7.31,2.26,16.736525,0.139,4290.0,0.71,0.67,0.04,2,1,331.545,0.3798780230331538,1,Kepler-970 b,,,4325.458683777337
1902,2.13,5.18,2.95,9.59070716,0.0827,5431.0,0.85,0.88,-0.06,1,1,338.522,0.4430268797973167,1,Kepler-971 b,,,4416.483206049471
1903,1.96,4.5,3.28,49.6077331,0.2508,5213.0,0.78,0.86,-0.06,1,1,328.52,0.4904845675504911,1,Kepler-973 b,,,4285.9934150553645
1904,1.57,3.09,4.39,4.19449651,0.0419,3687.0,0.5,0.52,0.07,1,1,134.311,0.5845714737530454,1,Kepler-974 b,,,1752.270977625414
1905,1.48,2.79,4.73,1.97034246,0.0303,4897.0,0.75,0.8,0.07,1,2,426.088,0.6188850410232337,1,Kepler-975 b,,,5558.901626184434
1906,2.62,7.37,2.25,26.85328322,0.162,5315.0,0.83,0.87,-0.01,1,1,568.751,0.382418780925121,1,Kepler-977 b,,,7420.1358845919685
1907,2.72,7.85,2.14,8.0880135,0.0753,5310.0,0.83,0.87,-0.02,1,1,576.503,0.3658855415811457,1,Kepler-979 b,,,7521.271343478823
1908,2.07,4.94,3.06,17.76080053,0.1085,4005.0,0.53,0.55,-0.32,1,1,304.889,0.4567565972088982,1,Kepler-988 b,,,3977.694649710261
1909,2.21,5.52,2.81,7.96431535,0.0734,5074.0,0.78,0.82,0.01,1,1,491.978,0.4289339142192609,1,Kepler-989 b,,,6418.526933983039
1910,1.48,6.15,10.9,4.60358,0.050692,4782.0,0.73,0.79,0.18,2,1,208.369,0.4557693710305965,1,Kepler-99 b,,,2718.459034158259
1911,2.54,6.99,2.34,82.5342519,0.3104,4392.0,0.61,0.64,-0.25,1,1,389.561,0.4126855107030138,1,Kepler-991 b,,,5082.356875570385
1912,1.62,3.26,4.21,20.16034462,0.1339,4944.0,0.74,0.8,-0.04,1,1,259.639,0.572177493224651,1,Kepler-992 b,,,3387.346415108851
1913,2.97,9.11,1.91,22.08557563,0.13,3843.0,0.54,0.57,0.03,1,1,324.423,0.3501876974124926,1,Kepler-993 b,,,4232.542437880514
1914,1.6,3.19,4.28,1.15116651,0.0177,3934.0,0.54,0.56,-0.13,1,1,188.158,0.5725942707208783,1,Kepler-994 b,,,2454.7788536161793
1915,2.7,7.75,2.16,28.26731672,0.1701,5206.0,0.8,0.83,-0.07,1,1,609.638,0.3748703411764429,1,Kepler-995 b,,,7953.56280764496
1916,1.63,4.07,5.18,1.40152604,0.0208,3842.0,0.6,0.61,-0.03,1,1,25.1496,0.614584220086749,1,L 168-9 b,350.0285917,-60.0657292,328.11098256202484
1917,0.85,0.4,3.6,2.2531136,0.02191,3415.0,0.3,0.27,-0.46,1,4,10.6194,0.6459739480047053,1,L 98-59 b,124.5328604,-68.3144658,138.54461972433623
1918,1.385,2.22,4.57,3.6906777,0.0304,3415.0,0.3,0.27,-0.46,1,4,10.6194,0.6317419519764584,1,L 98-59 c,124.5328604,-68.3144658,138.54461972433623
1919,1.521,1.94,2.95,7.4507245,0.0486,3415.0,0.3,0.27,-0.46,1,4,10.6194,0.5325891476700518,1,L 98-59 d,124.5328604,-68.3144658,138.54461972433623
1920,1.56,3.06,4.43,12.796,0.0717,3415.0,0.3,0.27,-0.46,1,4,10.6194,0.591403769583987,1,L 98-59 e,124.5328604,-68.3144658,138.54461972433623
1921,1.73,5.6,5.9,24.73723,0.0946,3096.0,0.22,0.18,-0.15,1,2,14.9861,0.6024111004918927,1,LHS 1140 b,11.248632,-15.2741085,195.51420284110918
1922,1.272,1.91,5.1,3.77794,0.027,3096.0,0.22,0.18,-0.15,1,2,14.9861,0.6872831505686056,1,LHS 1140 c,11.248632,-15.2741085,195.51420284110918
1923,1.242,2.33,6.67,1.9495378,0.01848,3381.0,0.25,0.24,-0.13,1,1,18.2276,0.6550207252918696,1,LHS 1478 b,44.3388743,76.5514045,237.80401063029086
1924,1.088,1.58,6.7,3.814334,0.0404,3643.0,0.5,0.5,-0.12,1,1,29.8424,0.6977536468944231,1,LHS 1815 b,91.0899861,-55.3115376,389.3349868788756
1925,4.7,30.8,1.7,4.052037,0.0417,3950.0,0.58,0.59,0.41,1,1,52.616,0.2991820547041474,1,LP 714-47 b,64.1902212,-12.0848643,686.4477947356419
1926,1.212,1.94,5.99,0.9479981,0.00978,2960.0,0.18,0.14,-0.09,1,3,26.4927,0.6981241642236933,1,LP 791-18 b,165.6904843,-16.4064445,345.6335618745807
1927,2.438,7.1,2.69,4.9899093,0.02961,2960.0,0.18,0.14,-0.09,1,3,26.4927,0.4032531552786377,1,LP 791-18 c,165.6904843,-16.4064445,345.6335618745807
1928,1.032,0.9,4.5,2.753436,0.01992,2960.0,0.18,0.14,-0.09,1,3,26.4927,0.7238951849655163,1,LP 791-18 d,165.6904843,-16.4064445,345.6335618745807
1929,3.71,13.3,1.43,14.4399,0.0876,3475.0,0.43,0.43,-0.05,1,1,17.6297,0.3087134169906282,1,LSPM J2116+0234 b,319.1147513,2.5807711,230.003586111657
1930,1.18,2.73,7.1,5.35876,0.022,3340.0,0.27,0.26,-0.34,3,2,6.86929,0.6526413144104425,1,LTT 1445 A b,45.4624781,-16.5944956,89.61929777823471
1931,1.147,1.54,5.57,3.1239035,0.02661,3340.0,0.27,0.26,-0.34,3,2,6.86929,0.7411676954327578,1,LTT 1445 A c,45.4624781,-16.5944956,89.61929777823471
1932,1.325,2.46,5.8,0.76837931,0.01195,3358.0,0.38,0.38,0.06,2,2,21.9814,0.6799703334428235,1,LTT 3780 b,154.6449033,-11.717801,286.7774736810483
1933,2.39,8.04,3.24,12.252284,0.0757,3358.0,0.38,0.38,0.06,2,2,21.9814,0.4306144164024042,1,LTT 3780 c,154.6449033,-11.717801,286.7774736810483
1934,14.908,258.07796,0.42,2.647298,0.0326,3916.0,0.57,0.62,0.0,1,1,218.121,0.2558579602110312,1,NGTS-1 b,82.7142134,-36.6309812,2845.687232696004
1935,3.18,20.6,3.45,1.3373508,0.019,5143.0,0.84,0.75,-0.28,1,1,280.555,0.3901132444672344,1,NGTS-4 b,89.5988945,-30.8117992,3660.2242863778697
1936,1.11,1.4,5.63,9.8658,0.0496,3192.0,0.2,0.17,-0.02,1,1,3.37454,0.7507475586533056,2,Ross 128 b,176.9376036,0.7992898,44.02549683075895
1937,1.83,4.0,3.59,10.77,0.05366,3071.0,0.21,0.18,-0.2,1,1,11.2103,0.5069045962511289,1,Ross 508 b,230.9613022,17.4605347,146.253719654192
1938,2.265,10.15,4.85,4.11296,0.052,5328.0,0.84,0.94,0.14,1,2,82.1733,0.5137994449669875,1,TOI-1062 b,38.1209678,-78.0236828,1072.063261577283
1939,3.1,9.78,1.8,7.972,0.08,5328.0,0.84,0.94,0.14,1,2,82.1733,0.336155139741189,1,TOI-1062 c,38.1209678,-78.0236828,1072.063261577283
1940,2.587,13.5,4.30062,6.443868,0.06152,4734.0,0.73,0.75,0.05,1,2,68.0726,0.4606317417655579,1,TOI-1064 b,296.0039349,-47.5620305,888.100314579623
1941,2.651,2.5,0.771906,12.226574,0.09429,4734.0,0.73,0.75,0.05,1,2,68.0726,0.3318204551394256,1,TOI-1064 c,296.0039349,-47.5620305,888.100314579623
1942,1.791,9.95,9.32,0.6047328,0.01159,3875.0,0.58,0.6,-0.08,1,1,61.4592,0.4409064919753818,1,TOI-1075 b,309.9712091,-65.4496994,801.8194523760218
1943,3.66,19.8,2.23,4.074554,0.0453,4360.0,0.7,0.74,0.11,1,2,58.2609,0.3311206516638269,1,TOI-1130 b,286.3760037,-41.4376399,760.0932477632992
1944,13.0,336.0,0.827042,8.3501898,0.0731,4360.0,0.7,0.74,0.11,1,2,58.2609,0.2679499129721617,1,TOI-1130 c,286.3760037,-41.4376399,760.0932477632992
1945,1.9,3.5,2.8,4.1727,0.05106,5770.0,0.97,1.02,0.07,1,6,84.5362,0.4633934660501412,1,TOI-1136 b,192.1848981,64.8552755,1102.8905288378282
1946,2.879,6.32,1.45,6.2574,0.0669,5770.0,0.97,1.02,0.07,1,6,84.5362,0.3352006429453869,1,TOI-1136 c,192.1848981,64.8552755,1102.8905288378282
1947,4.627,8.35,1.81,12.5199,0.1062,5770.0,0.97,1.02,0.07,1,6,84.5362,0.3060807603049939,1,TOI-1136 d,192.1848981,64.8552755,1102.8905288378282
1948,2.639,6.07,1.81,18.801,0.14,5770.0,0.97,1.02,0.07,1,6,84.5362,0.3641413643414803,1,TOI-1136 e,192.1848981,64.8552755,1102.8905288378282
1949,3.736,9.7,0.89,26.321,0.174,5770.0,0.97,1.02,0.07,1,6,84.5362,0.297522272397716,1,TOI-1136 f,192.1848981,64.8552755,1102.8905288378282
1950,2.53,5.6,1.9,39.545,0.229,5770.0,0.97,1.02,0.07,1,6,84.5362,0.3819444726850625,1,TOI-1136 g,192.1848981,64.8552755,1102.8905288378282
1951,2.506,32.0,11.0,8.953458,0.08,5158.0,0.78,0.84,-0.002,1,1,94.6375,0.3226737879065096,1,TOI-1174 b,209.2171751,68.6182106,1234.675824355601
1952,3.036,10.0,1.93,9.686753,0.082,4804.0,0.74,0.78,0.067,1,1,72.0238,0.3435014123782867,1,TOI-1180 b,214.5557741,82.1937642,939.6491310339234
1953,2.41,6.8,2.63,5.748432,0.056,4617.0,0.7,0.73,0.017,1,1,58.5946,0.4035947112740838,1,TOI-1184 b,272.2045196,60.6787845,764.4468213740504
1954,2.415,6.28,2.45,2.4919863,0.0287,3476.0,0.51,0.51,0.05,2,1,37.8871,0.3957308981073708,1,TOI-1201 b,42.2476999,-14.5372835,494.2891182136372
1955,3.65,15.4,1.74,24.245586,0.1288,3553.0,0.48,0.49,0.041,1,1,27.6227,0.3227559623227735,1,TOI-1231 b,156.74726,-52.4678724,360.3759597773341
1956,1.69,6.69,7.25,3.444714,0.03845,3997.0,0.62,0.63,0.33,1,1,39.6345,0.534051462518801,1,TOI-1235 b,152.2182549,69.2766204,517.0863448466207
1957,2.376,6.6,2.66,6.4003,0.061,4722.0,0.72,0.75,0.034,1,1,102.551,0.4077107933338253,1,TOI-1244 b,256.279559,69.519093,1337.9182719692642
1958,3.01,8.1,1.63,4.30744,0.049,5151.0,0.86,0.87,0.17,1,4,169.422,0.3335830038140026,1,TOI-1246 b,251.1158702,70.4299917,2210.3420685666324
1959,2.451,9.1,3.39,5.904137,0.061,5213.0,0.86,0.89,0.168,1,4,169.422,0.4296092043717355,1,TOI-1246 c,251.1158702,70.4299917,2210.3420685666324
1960,3.431,5.4,0.73,18.654874,0.132,5213.0,0.86,0.89,0.168,1,4,169.422,0.2983666896721584,1,TOI-1246 d,251.1158702,70.4299917,2210.3420685666324
1961,3.514,14.5,1.83,37.92548,0.212,5213.0,0.86,0.89,0.168,1,4,169.422,0.3339572267774958,1,TOI-1246 e,251.1158702,70.4299917,2210.3420685666324
1962,2.726,9.5,2.57,4.65382,0.05186,5320.0,0.85,0.86,-0.02,1,3,111.059,0.379031999440125,1,TOI-125 b,23.5934253,-66.6763495,1448.916786444155
1963,2.759,6.63,1.73,9.15059,0.0814,5320.0,0.85,0.86,-0.02,1,3,111.059,0.3510009724494554,1,TOI-125 c,23.5934253,-66.6763495,1448.916786444155
1964,2.93,13.6,2.98,19.98,0.137,5320.0,0.85,0.86,-0.02,1,3,111.059,0.3885076502269526,1,TOI-125 d,23.5934253,-66.6763495,1448.916786444155
1965,11.456,140.16233,0.513,3.477978,0.0407,4775.0,0.71,0.74,-0.5,2,1,118.106,0.2584011137101312,1,TOI-1259 A b,282.1001665,79.2564761,1540.8545546040696
1966,2.41,8.56,3.35,3.127463,0.0367,4227.0,0.67,0.68,-0.1,1,3,73.5977,0.4302935099632876,1,TOI-1260 b,157.1440712,65.8541986,960.1828125021922
1967,2.76,13.2,3.45,7.493134,0.0657,4227.0,0.67,0.68,-0.1,1,3,73.5977,0.4118728809920385,1,TOI-1260 c,157.1440712,65.8541986,960.1828125021922
1968,3.12,11.84,2.14,16.608164,0.1116,4227.0,0.67,0.68,-0.1,1,3,73.5977,0.3491662899416883,1,TOI-1260 d,157.1440712,65.8541986,960.1828125021922
1969,2.62,4.23,1.3,10.894841,0.0728,3618.0,0.44,0.43,-0.195,1,2,36.0118,0.3475619253254763,1,TOI-1266 b,197.9965833,65.8336973,469.8232608799792
1970,2.13,2.88,1.6,18.801611,0.1047,3618.0,0.44,0.43,-0.195,1,2,36.0118,0.4007257148023047,1,TOI-1266 c,197.9965833,65.8336973,469.8232608799792
1971,2.401,6.4,2.53,4.2529913,0.0496,5499.0,0.85,0.9,-0.049,1,1,172.138,0.4002668423125171,1,TOI-1269 b,249.6966397,64.559181,2245.7760090125416
1972,4.132,27.0,2.09,3.31599,0.0417,5065.0,0.79,0.88,0.182,1,2,137.572,0.3174795093903589,1,TOI-1272 b,199.1962036,49.8610591,1794.815189626192
1973,4.95,21.7,0.983,8.6811,0.079,5065.0,0.79,0.88,0.182,1,2,137.572,0.2785704258682663,1,TOI-1272 c,199.1962036,49.8610591,1794.815189626192
1974,12.218,5879.82553,18.0,14.47567,0.095,3799.0,0.57,0.54,-0.01,1,1,75.5759,0.1621367037270019,1,TOI-1278 b,320.4784442,35.648625,985.9911412908885
1975,2.661,10.6,3.05,9.61419,0.085,5457.0,0.84,0.88,-0.079,1,1,107.055,0.4025096927022195,1,TOI-1279 b,185.0628734,56.2014094,1396.6791216630709
1976,1.8,11.1,9.9,0.84742346,0.0171,5464.0,0.83,0.91,0.04,1,2,147.476,0.4229540489706954,1,TOI-1347 b,280.3266806,70.2900536,1924.0264363774045
1977,1.6,6.4,4.1,4.841962,0.0546,5464.0,0.83,0.91,0.04,1,2,147.476,0.5652736721208474,1,TOI-1347 c,280.3266806,70.2900536,1924.0264363774045
1978,5.63,27.0,0.831,47.56,0.239,4635.0,0.76,0.79,0.328,1,2,72.7512,0.2855197851153965,1,TOI-1410 c,334.8828486,42.5603141,949.1390604449526
1979,3.101,12.5,2.3,1.21687,0.0207,4635.0,0.76,0.79,0.328,1,2,72.7512,0.3499661468050982,1,TOI-1410.01,334.8828486,42.5603141,949.1390604449526
1980,1.199,2.0,6.36,1.4520527,0.02122,4115.0,0.61,0.6,0.012,1,1,32.4778,0.681979882956098,1,TOI-1411 b,232.946047,47.0555507,423.7173899168547
1981,1.62,3.48,4.5,1.0697568,0.019,4884.0,0.79,0.8,0.08,1,1,55.0135,0.579806236783484,1,TOI-1416 b,216.9234892,41.9529862,717.7264663921475
1982,2.24,9.6,3.91,18.840942,0.14,6008.0,1.17,1.1,-0.492,1,1,103.297,0.4749055478347283,1,TOI-1437 b,256.1387513,56.842549,1347.6508638590465
1983,2.304,30.0,14.0,23.540678,0.147,5224.0,0.75,0.77,-0.294,1,1,85.8034,0.2926721285926081,1,TOI-1443 b,297.398678,76.1391776,1119.4228886806327
1984,1.418,3.58,6.84,0.4702743,0.0116,5460.0,0.91,0.95,0.146,1,1,125.463,0.6040864131744124,1,TOI-1444 b,305.4749252,70.9437054,1636.836697409872
