,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,st_teff,st_rad,st_mass,st_met,sy_snum,sy_pnum,sy_dist,esi,p_habitable,pl_name
0,13.9,280.64248,0.574,30.33,0.194,4816.0,12.19,1.05,-0.78,1,1,95.9863,0.2693349359520874,1,24 Boo b
1,13.9,263.9785,0.54,14.6516,0.1134,5172.0,0.94,0.91,0.35,2,5,12.5855,0.2628992672543198,1,55 Cnc b
2,8.51,54.4738,0.486,44.3989,0.2373,5172.0,0.94,0.91,0.35,2,5,12.5855,0.2725928971790241,1,55 Cnc c
3,13.0,1232.493,3.08,5574.2,5.957,5172.0,0.94,0.91,0.35,2,5,12.5855,0.21446299401170446,1,55 Cnc d
4,1.875,7.99,6.66,0.7365474,0.01544,5172.0,0.94,0.91,0.35,2,5,12.5855,0.532371156622014,1,55 Cnc e
5,7.59,44.812,0.563,259.88,0.7708,5172.0,0.94,0.91,0.35,2,5,12.5855,0.38607547004189285,1,55 Cnc f
6,2.11,5.1,2.98,4.215,0.050201,5577.0,0.96,0.94,-0.01,1,3,8.50332,0.44450640878197456,1,61 Vir b
7,4.46,18.2,1.13,38.021,0.2175,5577.0,0.96,0.94,-0.01,1,3,8.50332,0.2970953972321093,1,61 Vir c
8,5.11,22.9,0.943,123.01,0.476,5577.0,0.96,0.94,-0.01,1,3,8.50332,0.3227157408439618,1,61 Vir d
9,3.957,20.12,1.32,8.4629991,0.0645,3665.0,0.82,0.5,0.12,1,3,9.7221,0.2986467535466995,1,AU Mic b
10,3.24,9.6,1.22,18.858991,0.1101,3665.0,0.82,0.5,0.12,1,3,9.7221,0.31762900864801846,1,AU Mic c
11,2.85,8.5,2.02,3.8728,0.0428,4324.0,0.69,0.7,-0.14,1,2,20.2695,0.35327512663837607,1,BD-06 1339 b
12,8.38,53.0,0.495,125.94,0.435,4324.0,0.69,0.7,-0.14,1,2,20.2695,0.3074742753888013,1,BD-06 1339 c
13,3.61,12.7132,1.48,5.6,0.06,4816.0,0.71,0.5,-0.06,1,2,41.3342,0.309444590701561,1,BD-08 2823 b
14,12.5,104.0,0.293,237.6,0.68,4746.0,0.72,0.74,-0.07,1,2,41.3342,0.36434378154888797,1,BD-08 2823 c
15,14.1,206.5895,0.405,1634.0,2.36,4550.0,0.64,0.65,-0.35,1,2,27.1665,0.1423146358942566,1,BD-11 4672 b
16,4.04,15.37,1.28,74.2,0.3,4550.0,0.64,0.65,-0.35,1,2,27.1665,0.3208874353879239,1,BD-11 4672 c
17,14.0,214.0,0.429,1891.0,2.63,4051.0,0.75,0.68,0.12,1,2,23.7324,0.13766966728540178,1,BD-210397 b
18,12.9,1525.57635,3.91,6240.0,5.9,4051.0,0.75,0.69,0.12,1,2,23.7324,0.24932844454946249,1,BD-210397 c
19,0.764,0.37,4.56,3.1533,0.02294,3195.0,0.18,0.16,-0.56,1,1,1.82655,0.6674935683331377,1,Barnard b
20,1.82,3.95,3.6,2.2907,0.0185,3130.0,0.17,0.16,0.13,1,1,8.60715,0.5058945384299708,1,CD Cet b
21,1.681,4.07661,9.355,0.85359163,0.017016,5275.0,0.83,0.82,0.05,1,3,159.906,0.4575062622060848,1,CoRoT-7 b
22,2.83,8.4,2.04,3.698,0.046,5256.0,0.86,0.9,0.06,1,3,159.906,0.3549180075031843,1,CoRoT-7 c
23,1.41,2.58,5.06,6.6732,0.0662,5138.0,0.91,0.87,0.18,2,1,45.23,0.6532963398895374,1,DMPP-3 A b
24,1.047,1.15,5.51,6.7987,0.0349,3648.0,0.28,0.29,-0.048,1,1,134.0,0.7762928701396855,2,EPIC 201170410.02
25,0.908,0.688,5.05,2.0478,0.0296,4520.0,0.66,0.73,-0.003,1,1,577.6,0.7339860676859343,1,EPIC 201757695.02
26,1.04,1.12,5.47,4.1698,0.035,5053.0,0.63,0.8,0.0,1,1,436.488,0.7752198406817162,2,EPIC 201841433 b
27,1.92,4.35,3.38,21.1701963,0.1195,4057.0,0.58,0.62,0.2,1,1,186.197,0.48924479601260673,1,EPIC 211822797 b
28,2.586,7.2,2.29,13.603,0.098,4684.0,0.67,0.69,-0.137,1,2,336.25,0.38134210765753207,1,EPIC 212737443 b
29,2.69,7.7,2.17,65.55,0.28,4684.0,0.67,0.69,-0.137,1,2,336.25,0.39005055657133497,1,EPIC 212737443 c
30,1.725,8.21,8.77,0.571292,0.01326,5532.0,0.99,0.95,0.11,1,2,244.59,0.46873080341898715,1,EPIC 220674823 b
31,2.836,8.9,2.12,13.3397,0.1083,5532.0,0.99,0.95,0.11,1,2,244.59,0.36050865219486766,1,EPIC 220674823 c
32,2.332,10.4,4.49,16.141132,0.1237,5868.0,1.0,0.97,-0.12,1,1,121.971,0.4931521426637429,1,EPIC 229004835 b
33,1.95,8.75,6.39,3.5951,0.047,5430.0,1.71,1.05,0.2,1,3,321.296,0.5368835320591409,1,EPIC 249893012 b
34,3.67,14.67,1.62,15.624,0.13,5430.0,1.71,1.05,0.2,1,3,321.296,0.3156098852667806,1,EPIC 249893012 c
35,3.94,10.18,0.91,35.747,0.22,5430.0,1.71,1.05,0.2,1,3,321.296,0.2975039051749418,1,EPIC 249893012 d
36,1.39,2.5,5.12,2.30538,0.02279,3326.0,0.3,0.3,0.1,1,2,16.009,0.6596440332629685,1,G 264-012 b
37,1.76,3.75,3.78,8.0518,0.0525,3326.0,0.3,0.3,0.1,1,2,16.009,0.5247610905871531,1,G 264-012 c
38,1.03,1.08,5.43,10.3465,0.0457,3024.0,0.14,0.12,-0.25,1,2,4.84867,0.7781602661515192,2,GJ 1002 b
39,1.1,1.36,5.61,21.202,0.0738,3024.0,0.14,0.12,-0.25,1,2,4.84867,0.7589061117109671,2,GJ 1002 c
40,1.1,1.37,5.66,3.204,0.021,2953.0,0.16,0.12,-0.08,1,3,3.67278,0.7497007007448094,1,GJ 1061 b
41,1.18,1.74,5.82,6.689,0.035,2953.0,0.16,0.12,-0.08,1,3,3.67278,0.7184136445482143,1,GJ 1061 c
42,1.16,1.64,5.77,13.031,0.054,2953.0,0.16,0.12,-0.08,1,3,3.67278,0.7290980134436404,1,GJ 1061 d
43,1.192,1.83705,5.97,1.62892911,0.0157,3229.0,0.22,0.19,-0.17,1,2,12.613,0.7049119689515666,1,GJ 1132 b
44,1.43,2.64,4.96,8.929,0.0476,3270.0,0.21,0.18,-0.17,1,2,12.613,0.644164764505076,1,GJ 1132 c
45,11.9,96.7,0.315,41.38,0.166,3287.0,0.36,0.34,0.16,1,2,11.0143,0.26718395816291074,1,GJ 1148 b
46,9.71,68.06,0.409,532.58,0.912,3287.0,0.36,0.34,0.16,1,2,11.0143,0.3429530979968403,1,GJ 1148 c
47,3.25,10.62,1.7,389.7,0.5714,3280.0,0.18,0.16,-0.12,1,1,8.03625,0.51382979447892,1,GJ 1151 c
48,2.733,8.41,2.26,1.58040453,0.01505,3101.0,0.22,0.18,0.24,1,1,14.6427,0.366881953704165,1,GJ 1214 b
49,1.193,1.32,4.2,0.5182331,0.00915,3458.0,0.39,0.38,0.1,1,1,20.373,0.6604279579203272,1,GJ 1252 b
50,2.63,7.4,2.24,3.6511,0.026,3236.0,0.19,0.18,-0.04,1,1,10.2525,0.3733046394784287,1,GJ 1265 b
51,2.61,22.7,7.0,35.61253,0.1915,4640.0,0.7,0.73,0.003,1,2,16.32,0.4561679183977585,1,GJ 143 b
52,1.55,3.03,4.47,11.4407,0.072,3607.0,0.38,0.38,-0.34,2,2,3.56228,0.5948433460237322,1,GJ 15 A b
53,6.67,36.0,0.667,7600.0,5.4,3607.0,0.38,0.38,-0.34,2,2,3.56228,0.13955587430816008,1,GJ 15 A c
54,3.25,10.6,1.7,8.63182,0.0607,3500.0,0.41,0.4,0.1,1,3,15.1285,0.32763847922133255,1,GJ 163 b
55,2.5,6.8,2.39,25.63058,0.1254,3500.0,0.41,0.4,0.1,1,3,15.1285,0.3951353403376144,1,GJ 163 c
56,5.92,29.4,0.779,603.95116,1.0304,3500.0,0.41,0.4,0.1,1,3,15.1285,0.3170841498173176,1,GJ 163 d
57,13.8,301.93699,0.631,2288.0,2.41,3370.0,0.38,0.36,0.3,1,1,12.356,0.1392306687398541,1,GJ 179 b
58,2.03,4.76743,3.13,2.38129,0.034,5485.0,2.24,0.96,-0.4,1,2,37.0788,0.4588465838498603,1,GJ 2030 b
59,12.3,4069.15709,12.0,25533.11353,16.761,5485.0,2.24,0.96,-0.4,1,2,37.0788,0.10264995758768582,1,GJ 2030 c
60,0.566,0.126,3.82,1.7446999,0.02123,3485.0,0.43,0.42,0.15,1,1,15.2142,0.5844711349382309,1,GJ 238 b
61,1.83,4.0,3.59,14.238,0.0818,3451.0,0.36,0.36,-0.03,1,1,5.58057,0.5081094724729605,1,GJ 251 b
62,1.51,2.89,4.61,18.6498,0.091101,3382.0,0.29,0.29,0.09,1,2,5.921535,0.6123166029254583,1,GJ 273 b
63,1.06,1.18,5.44,4.7234,0.036467,3382.0,0.29,0.29,0.09,1,2,5.921535,0.7672694853521488,2,GJ 273 c
64,2.13,3.34,1.89,2.8531054,0.03165,3556.0,0.52,0.52,-0.06,1,1,22.4751,0.40406946599518534,1,GJ 3090 b
65,1.18,1.78,5.95,1.22003,0.0197,3717.0,0.5,0.68,-0.3,1,3,28.4712,0.7092103013544048,1,GJ 3138 b
66,1.88,4.18,3.46,5.974,0.057,3717.0,0.5,0.68,-0.3,1,3,28.4712,0.49268268290383793,1,GJ 3138 c
67,3.23,10.5,1.71,257.8,0.698,3717.0,0.5,0.68,-0.3,1,3,28.4712,0.4514727665909965,1,GJ 3138 d
68,13.3,794.5,1.86,695.66,1.151,3492.73,0.43,0.42,0.301,1,2,15.1968,0.3067662737859454,1,GJ 317 b
69,13.5,522.5,1.17,6739.323,5.23,3492.73,0.43,0.42,0.301,1,2,15.1968,0.15163744450863545,1,GJ 317 c
70,13.3,797.7493,1.86,3771.0,4.11,3897.0,0.63,0.65,-0.06,1,2,20.5266,0.17189655943706114,1,GJ 328 b
71,4.91,21.4,0.993,241.8,0.657,3897.0,0.63,0.65,-0.06,1,2,20.5266,0.39125738684855493,1,GJ 328 c
72,5.19,23.54,0.925,30.5987,0.14339,3466.0,0.4,0.42,0.02,1,4,20.1903,0.283432268275155,1,GJ 3293 b
73,4.87,21.09,1.0,122.6196,0.36175,3466.0,0.4,0.42,0.02,1,4,20.1903,0.32552896683369376,1,GJ 3293 c
74,2.67,7.6,2.19,48.1345,0.19394,3466.0,0.4,0.42,0.02,1,4,20.1903,0.3851220368861256,1,GJ 3293 d
75,1.63,3.28,4.16,13.2543,0.08208,3466.0,0.4,0.42,0.02,1,4,20.1903,0.5655878572491716,1,GJ 3293 e
76,1.23,2.02,5.96,5.3636,0.03282,3159.0,0.12,0.16,-0.27,1,2,5.37484,0.6964771430590521,1,GJ 3323 b
77,1.32,2.31,5.52,40.54,0.1264,3159.0,0.12,0.16,-0.27,1,2,5.37484,0.7117997732997511,1,GJ 3323 c
78,2.46,6.6,2.44,14.207,0.089,3526.0,0.44,0.47,-0.09,1,1,23.619,0.3958451663056873,1,GJ 3341 b
79,3.25,10.6,1.7,24.422,0.142,4014.0,0.58,0.64,-0.03,2,1,6.33256,0.3331855791291218,1,GJ 338 B b
80,4.57,13.9,0.8,3.3366496,0.0355,3600.0,0.55,0.54,0.2,1,1,29.4214,0.2749252013535934,1,GJ 3470 b
81,1.264,1.86,5.03,1.1980035,0.01589,3347.0,0.36,0.36,0.11,2,2,27.3644,0.6845446269264263,1,GJ 3473 b
82,2.63,7.41,2.24,15.509,0.0876,3347.0,0.36,0.36,0.11,2,2,27.3644,0.3773917077743392,1,GJ 3473 c
83,14.3,146.20107,0.275,203.69,0.337,3081.0,0.14,0.12,-0.07,1,2,9.48637,0.3430823281635202,1,GJ 3512 b
84,9.32,63.56568,0.431,1599.6,1.292,3081.0,0.14,0.12,-0.07,1,2,9.48637,0.1440400346775027,1,GJ 3512 c
85,1.2,1.84,5.6,3.9306,0.036,3505.0,0.34,0.34,-0.12,1,3,9.44181,0.7247964020252516,1,GJ 357 b
86,1.66,3.4,4.08,9.1247,0.061,3505.0,0.34,0.34,-0.12,1,3,9.44181,0.5551508104022432,1,GJ 357 c
87,2.34,6.1,2.62,55.661,0.204,3505.0,0.34,0.34,-0.12,1,3,9.44181,0.4273782236419846,1,GJ 357 d
88,0.699,0.633,10.2,0.3219225,0.00709,3522.0,0.46,0.46,-0.01,1,3,9.41263,0.5117308720385213,1,GJ 367 b
89,2.75,8.0,2.11,3.0232,0.026,3324.0,0.28,0.27,0.0,1,1,13.743,0.3614131217945868,1,GJ 3779 b
90,1.09,1.75,7.3,2.616235,0.0252,3384.0,0.32,0.31,-0.02,1,2,15.8095,0.6690269545448085,1,GJ 3929 b
91,2.26,5.71,2.72,15.04,0.081,3384.0,0.32,0.31,-0.02,1,2,15.8095,0.42322936105859926,1,GJ 3929 c
92,1.17,1.71,5.87,7.02679,0.05402,3579.0,0.43,0.43,-0.09,1,1,7.03149,0.7184810145311972,1,GJ 393 b
93,2.57,7.14,2.31,6.905,0.0608,3867.0,0.61,0.63,-0.04,1,1,16.9287,0.380805744756833,1,GJ 3942 b
94,1.74,3.69,3.85,6.9442,0.0405,3273.0,0.2,0.18,-0.12,1,1,9.9105,0.530644042927478,1,GJ 3988 b
95,1.38,2.47,5.16,2.64977,0.029,3722.0,0.49,0.5,-0.16,1,2,18.1459,0.6642913109529133,1,GJ 3998 b
96,2.38,6.26,2.55,13.74,0.089,3722.0,0.49,0.5,-0.16,1,2,18.1459,0.40597992153221174,1,GJ 3998 c
97,1.45,2.69,4.85,12.9394,0.07879,3719.0,0.37,0.39,-0.362,1,2,5.675773,0.6352957856917224,1,GJ 411 b
98,2.63,7.6,2.3,50.8,0.2324,4120.0,0.68,0.65,0.24,2,2,11.8893,0.3923870035284307,1,GJ 414 A b
99,8.4,53.83,0.499,749.83,1.4,4120.0,0.68,0.65,0.24,2,2,11.8893,0.25075950023688076,1,GJ 414 A c
100,4.22,16.57,1.21,13.352,0.082,3387.0,0.41,0.41,0.12,1,1,21.3362,0.29325148832979187,1,GJ 4276 b
101,2.33,6.043,2.63,7.3705,0.062,3461.0,0.5,0.48,-0.17,1,3,9.06456,0.41092715461415974,1,GJ 433 b
102,6.27,32.422,0.723,5094.105,4.819,3472.0,0.47,0.48,-0.17,1,3,9.06456,0.14153576206351293,1,GJ 433 c
103,2.14,5.223,2.93,36.059,0.178,3461.0,0.47,0.48,-0.17,1,3,9.06456,0.4506579362213394,1,GJ 433 d
104,4.17,22.1,1.8,2.64388312,0.0291,3586.11,0.46,0.47,0.099,1,1,9.75321,0.3075225031972928,1,GJ 436 b
105,1.289,2.77,6.66,1.46712127,0.01714,3317.0,0.32,0.31,-0.15,1,1,8.07426,0.6433339040354098,1,GJ 486 b
106,2.13,5.2,2.96,140.43,0.422,3728.0,0.5,0.51,-0.14,1,1,7.61778,0.49763762044924426,1,GJ 514 b
107,2.17,5.36,2.88,8.7076,0.06661,3685.0,0.5,0.52,-0.08,1,1,10.4092,0.4358565801774726,1,GJ 536 b
108,4.11,15.8,1.25,5.3686,0.04061,3396.0,0.33,0.31,-0.088,1,3,6.2981,0.29316306144108334,1,GJ 581 b
109,2.21,5.5,2.8,12.914,0.0721,3396.0,0.33,0.31,-0.088,1,3,6.2981,0.43027360787401076,1,GJ 581 c
110,1.17,1.7,5.83,3.149,0.02815,3396.0,0.33,0.31,-0.088,1,3,6.2981,0.7194358865105301,1,GJ 581 e
111,1.49,2.82,4.68,14.628,0.078361,3499.0,0.31,0.3,-0.38,1,1,6.47249,0.6185665236387822,1,GJ 625 b
112,10.8,81.99973,0.358,600.1,1.112,3734.0,0.5,0.51,-0.15,1,1,10.3796,0.30611727440403896,1,GJ 649 b
113,3.33,11.09,1.65,4.6938,0.039,3600.0,0.36,0.35,-0.28,1,1,4.54896,0.322082763588754,1,GJ 674 b
114,12.8,1840.86213,4.82,1051.44521,1.735,3734.0,0.69,0.63,0.23,2,4,16.0272,0.34503093787543865,1,GJ 676 A b
115,12.3,4288.14087,12.7,13921.42302,9.726,4006.03,0.65,0.63,0.23,2,4,16.0272,0.09040399245324691,1,GJ 676 A c
116,1.78,3.81394,3.72,3.60076,0.039,4006.03,0.65,0.63,0.23,2,4,16.0272,0.5175185926060314,1,GJ 676 A d
117,2.47,6.6744,2.43,35.47358,0.181,4006.03,0.65,0.63,0.23,2,4,16.0272,0.4023721206319398,1,GJ 676 A e
118,2.95,9.0,1.93,24.16,0.1344,3816.0,0.54,0.55,-0.15,1,1,14.3155,0.3524993996481098,1,GJ 685 b
119,4.32,17.2,1.17,38.142,0.163,3413.0,0.42,0.4,0.063,1,2,4.54939,0.29981166286051036,1,GJ 687 b
120,4.14,16.0,1.24,727.562,1.165,3413.0,0.42,0.4,0.063,1,2,4.54939,0.2916193359091109,1,GJ 687 c
121,3.77,13.64,1.4,19.466,0.119,3837.0,0.56,0.57,-0.14,2,1,15.5575,0.3083262802970894,1,GJ 720 A b
122,3.27,10.75,1.69,5.101284,0.04685,3799.0,0.52,0.53,-0.02,1,1,16.9658,0.32543226801113184,1,GJ 724 b
123,1.53,2.96,4.54,2.37756,0.029,3913.0,0.56,0.58,0.08,1,1,11.1017,0.5991561180500585,1,GJ 740 b
124,1.331,1.9,4.4,0.9263237,0.01406,3600.0,0.41,0.41,-0.28,1,2,12.0445,0.6348538941531449,1,GJ 806 b
125,2.28,5.8,2.69,6.64064,0.0523,3600.0,0.41,0.41,-0.28,1,2,12.0445,0.41736132553915734,1,GJ 806 c
126,13.8,314.65012,0.658,3853.0,3.7,3472.0,0.44,0.45,-0.3,1,1,4.96435,0.13820537632505145,1,GJ 832 b
127,13.9,283.82077,0.581,1925.31,2.32,3467.0,0.45,0.45,0.09,1,2,8.80058,0.1409188924528159,1,GJ 849 b
128,13.8,314.65012,0.658,5990.0,4.95,3467.0,0.45,0.45,0.09,1,2,8.80058,0.13818168574732184,1,GJ 849 c
129,13.3,723.2235,1.69,61.1166,0.208317,3293.74,0.3,0.32,0.213,1,4,4.67517,0.31160715117612797,1,GJ 876 b
130,14.0,226.9846,0.455,30.0881,0.12959,3293.74,0.3,0.32,0.213,1,4,4.67517,0.2663390004516411,1,GJ 876 c
131,2.51,6.83,2.37,1.93778,0.020807,3293.74,0.3,0.32,0.213,1,4,4.67517,0.3854478747732141,1,GJ 876 d
132,3.92,14.6,1.33,124.26,0.3343,3271.0,0.3,0.32,0.213,1,4,4.67517,0.3464010305162512,1,GJ 876 e
133,1.88,4.2,3.47,9.262,0.068,3688.0,0.47,0.49,-0.06,1,2,3.29,0.4942272320518972,1,GJ 887 b
134,2.67,7.6,2.19,21.789,0.12,3688.0,0.47,0.49,-0.06,1,2,3.29,0.3753863786841786,1,GJ 887 c
135,9.6,66.74397,0.415,771.36,0.88,3154.0,0.16,0.15,-0.13,1,1,4.471,0.24192840423737524,1,GJ 9066 c
136,4.67,19.66,1.06,73.94,0.291,3785.0,0.58,0.6,0.14,1,1,11.9315,0.30727287191575847,1,GJ 96 b
137,3.07,9.65,1.83,18.27,0.1139,3836.0,0.57,0.59,0.05,1,1,30.6203,0.3419103489593381,1,GJ 9689 b
138,1.44,4.28,7.858,1.208974,0.0189,4236.0,0.58,0.62,-0.29,1,3,29.661,0.5553880636037687,1,GJ 9827 b
139,1.13,1.86,7.142,3.648103,0.0395,4236.0,0.58,0.62,-0.29,1,3,29.661,0.664438233961793,1,GJ 9827 c
140,1.89,3.02,2.454,6.201812,0.0563,4236.0,0.58,0.62,-0.29,1,3,29.661,0.4530402901976219,1,GJ 9827 d
141,3.66,13.02,1.46,3.822,0.039435,3879.0,0.56,0.56,0.06,1,1,14.9545,0.3070632647496676,1,Gl 378 b
142,2.24,5.63,2.75,13.8508,0.0905,3805.0,0.51,0.52,0.13,2,1,9.8528,0.4258208589864201,1,Gl 49 b
143,2.46,6.624,2.45,15.53,0.091,3656.0,0.43,0.43,-0.23,1,1,8.15728,0.39665464915881826,1,Gl 686 b
144,0.958,3.87,17.7,12.761408,0.0668,3296.0,0.26,0.24,-0.32,1,1,12.21,0.4830912648823711,1,Gliese 12 b
145,4.36,26.69772,1.68,4.88780244,0.05254,4780.0,0.68,0.81,0.31,1,2,37.7647,0.30219847028954533,1,HAT-P-11 b
146,10.749,67.059,0.3192,3.2130598,0.0384,4650.0,0.7,0.73,-0.29,1,1,142.751,0.25366957872554297,1,HAT-P-12 b
147,10.581,241.5508,1.118,3.799847,0.04117,4390.0,0.62,0.65,-0.127,1,1,143.651,0.2741437584251809,1,HAT-P-54 b
148,12.016,230.10892,0.727,2.29840551,0.02996,4508.0,0.67,0.68,-0.059,1,1,202.152,0.2633280133880795,1,HAT-P-68 b
149,12.52,117.27927,0.331,3.9228038,0.04269,4512.0,0.66,0.67,-0.113,1,1,300.67,0.2541726341019228,1,HATS-47 b
150,11.187,101.38777,0.399,3.3252725,0.03623,3724.0,0.57,0.57,0.2,1,1,169.318,0.2555962776459603,1,HATS-6 b
151,11.478,117.5971,0.42,3.7955202,0.03745,3405.0,0.48,0.49,0.17,1,1,140.225,0.2562559505754831,1,HATS-71 b
152,8.097,39.85588,0.411,7.3279474,0.066517,4656.1,0.72,0.73,0.099,1,1,127.589,0.25751059739625853,1,HATS-72 b
153,3.68,13.1,1.44,5.75969,0.06412,5911.0,1.11,1.06,0.08,1,6,38.9607,0.30668161551816553,1,HD 10180 c
154,3.45,11.75,1.57,16.357,0.12859,5911.0,1.11,1.06,0.08,1,6,38.9607,0.3200610948313227,1,HD 10180 d
155,5.39,25.1,0.881,49.748,0.2699,5911.0,1.11,1.06,0.08,1,6,38.9607,0.2885408197371375,1,HD 10180 e
156,5.24,23.9,0.913,122.744,0.4929,5911.0,1.11,1.06,0.08,1,6,38.9607,0.3211338625454197,1,HD 10180 f
157,4.91,21.4,0.993,604.67,1.427,5911.0,1.11,1.06,0.08,1,6,38.9607,0.326584148919103,1,HD 10180 g
158,9.4,64.4,0.426,2205.0,3.381,5911.0,1.11,1.06,0.08,1,6,38.9607,0.13472278817125757,1,HD 10180 h
159,4.14,16.0,1.24,122.1,0.46,5630.0,0.95,0.85,-0.26,2,1,9.2894,0.33930560603012877,1,HD 102365 b
160,3.35,11.2,1.64,120.878,0.439,4792.0,0.75,0.77,-0.07,1,1,26.4997,0.36765902538562817,1,HD 103949 b
161,9.2,62.1,0.438,55.851,0.2674,4952.0,0.78,0.82,0.11,1,2,20.3632,0.2757508277711826,1,HD 104067 b
162,3.69,13.2,1.44,13.8992,0.1058,4952.0,0.78,0.82,0.11,1,2,20.3632,0.3092615105899466,1,HD 104067 c
163,2.44,12.6,4.7,9.55237,0.0907,6327.0,1.3,1.09,-0.311,1,2,109.353,0.4926148430822324,1,HD 106315 b
164,4.35,15.2,1.01,21.05704,0.1536,6327.0,1.3,1.09,-0.311,1,2,109.353,0.28889484590605613,1,HD 106315 c
165,1.615,3.24,4.23,3.795963,0.04527,5660.0,0.88,0.87,-0.28,1,5,64.5978,0.5683559845803945,1,HD 108236 b
166,2.071,4.94,3.06,6.203449,0.062,5660.0,0.88,0.87,-0.28,1,5,64.5978,0.4526325651278047,1,HD 108236 c
167,2.539,6.98,2.34,14.175685,0.1074,5660.0,0.88,0.87,-0.28,1,5,64.5978,0.386519877336408,1,HD 108236 d
168,3.083,9.71,1.82,19.590025,0.1367,5660.0,0.88,0.87,-0.28,1,5,64.5978,0.34152389308951125,1,HD 108236 e
169,2.017,4.72,3.16,29.54115,0.1758,5660.0,0.88,0.87,-0.28,1,5,64.5978,0.471113196439243,1,HD 108236 f
170,2.2,5.69,2.94,9.113678,0.0793,5266.0,0.79,0.8,-0.2,3,6,32.1585,0.435203089566925,1,HD 110067 b
171,2.852,8.52,2.02,20.519617,0.1362,5266.0,0.79,0.8,-0.2,3,6,32.1585,0.3589495641395677,1,HD 110067 d
172,2.601,5.04,1.57,41.05854,0.2163,5266.0,0.79,0.8,-0.2,3,6,32.1585,0.36750109181336194,1,HD 110067 f
173,2.05,4.55,2.9,2.541,0.035,5732.0,0.97,1.0,0.14,1,2,106.307,0.4476964236195981,1,HD 110113 b
174,2.114,10.5,6.11,6.744,0.068,5732.0,0.97,1.0,0.14,1,2,106.307,0.5332682963668975,1,HD 110113 c
175,12.6,2531.50326,6.95,1169.13202,2.148,5512.0,0.9,0.96,-0.36,1,2,28.9571,0.29357613219234474,1,HD 111232 b
176,12.2,5740.93452,17.4,26472.44623,17.25,5494.0,0.9,0.96,-0.36,1,2,28.9571,0.03852728023673505,1,HD 111232 c
177,13.2,114.41,0.273,663.2,1.24,4462.0,0.53,0.58,-0.24,1,2,16.2817,0.2762937827346566,1,HD 113538 b
178,13.8,295.57,0.618,1818.0,2.44,4462.0,0.53,0.58,-0.24,1,2,16.2817,0.14342680527388915,1,HD 113538 c
179,6.09,30.82936,0.75,10.49488,0.088,5019.17,0.73,0.83,-0.157,1,2,10.9816,0.26876099797959624,1,HD 115404 A b
180,12.5,3279.67133,9.23,15319.22517,11.364,5019.17,0.73,0.83,-0.157,1,2,10.9816,0.16969908366823014,1,HD 115404 A c
181,12.8,1789.3829,4.69,433.70001,1.09,4312.0,20.58,0.72,-0.74,1,1,235.045,0.563612852144411,1,HD 11755 b
182,5.38,25.0,0.882,37.91,0.229,5303.0,2.01,0.91,0.1,2,2,33.5369,0.2841271635745119,1,HD 11964 c
183,12.4,3465.60095,9.99,14901.99295,10.817,4703.93,0.75,0.75,-0.22,1,1,39.3466,0.14783563511716422,1,HD 125271 b
184,2.4,6.3566,2.53,9.6737,0.08,4691.0,0.74,0.29,0.08,1,1,28.1989,0.40220395678178184,1,HD 125595 b
185,4.07,15.57359,1.27,4.15466,0.051,5900.0,1.05,1.05,0.23,2,3,57.6207,0.2939163547042191,1,HD 125612 c
186,13.4,622.9468,1.42,133.60001,0.54,4835.0,11.02,0.67,-0.57,1,1,182.192,0.3354585303146509,1,HD 12648 b
187,5.67,27.33324,0.824,65.78395,0.287,4595.32,0.74,0.73,-0.08,1,1,22.5279,0.2923573142905854,1,HD 127506 b
188,13.6,451.3186,0.986,649.0,1.44,5799.0,0.96,0.95,-0.306,2,3,51.4736,0.2999389844579687,1,HD 133131 A b
189,14.3,133.4886,0.251,3568.0,4.49,5799.0,0.96,0.95,-0.306,2,3,51.4736,0.12839413990253787,1,HD 133131 A c
190,13.3,794.575,1.86,5769.0,6.15,5805.0,0.99,0.93,-0.281,2,3,51.2993,0.1718669455389544,1,HD 133131 B b
191,2.97,9.09,1.91,12.089,0.1046,5576.0,1.16,1.05,0.343,1,5,26.7909,0.346670666325714,1,HD 134606 b
192,3.37,11.31,1.62,58.883,0.3007,5576.0,1.16,1.05,0.343,1,5,26.7909,0.33977842100082123,1,HD 134606 c
193,7.59,44.8,0.563,966.5,1.941,5576.0,1.16,1.05,0.343,1,5,26.7909,0.20054138682125655,1,HD 134606 d
194,1.33,2.34,5.47,4.3203,0.0527,5576.0,1.16,1.05,0.343,1,5,26.7909,0.694649057268656,1,HD 134606 e
195,2.24,5.63,2.75,26.915,0.1784,5576.0,1.16,1.05,0.343,1,5,26.7909,0.4304589146873958,1,HD 134606 f
196,2.532,6.1,2.05,15.92346,0.12,5698.0,1.07,0.91,-0.121,1,1,73.8713,0.37802015606259715,1,HD 135694 b
197,1.664,4.72,5.623888,11.57797,0.0964,5664.0,1.06,0.87,-0.24,1,3,14.682,0.6246861435654479,1,HD 136352 b
198,2.916,11.24,2.497668,27.59221,0.1721,5664.0,1.06,0.87,-0.24,1,3,14.682,0.3742656042572912,1,HD 136352 c
199,2.562,8.82,2.878108,107.245,0.425,5664.0,1.06,0.87,-0.24,1,3,14.682,0.44112615869789007,1,HD 136352 d
