,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,st_teff,st_rad,st_mass,st_met,sy_snum,sy_pnum,sy_dist,esi,p_habitable,pl_name
2777,13.4,631.20722,1.44,371.74,1.129,4898.0,5.03,1.39,-0.01,2,2,54.7841,0.4867158382174976,0,HD 4732 b
2778,13.1,1069.49259,2.61,3184.2,4.725,4898.0,5.03,1.39,-0.01,2,2,54.7841,0.1970759609686675,0,HD 4732 c
2779,13.4,661.71874,1.51,360.08,1.207,4866.0,7.3,1.81,-0.02,1,2,84.3552,0.4899374848618758,0,HD 47366 b
2780,13.5,483.73484,1.08,677.53,1.84,4866.0,7.3,1.81,-0.02,1,2,84.3552,0.2909451976783776,0,HD 47366 c
2781,12.6,2330.0,6.4,712.13,1.93,4380.0,23.47,2.1,-0.65,1,1,122.536,0.412569905409543,0,HD 47536 b
2782,12.3,4417.837,13.0,434.0,1.14,4076.0,42.4,1.05,-0.91,1,1,537.873,0.36175577626782224,0,HD 4760 b
2783,13.5,484.69075,1.08,778.51,1.814,5733.0,1.9,1.31,0.3,1,1,90.5446,0.2567030923059967,0,HD 48265 b
2784,13.5,513.29545,1.15,400.5,1.167,4802.0,5.01,1.32,0.18,1,1,204.277,0.453755198958945,0,HD 4917 b
2785,6.2,31.783,0.733,4.94737,0.06,5602.0,1.02,1.03,0.32,1,1,43.0399,0.26621204945681504,0,HD 49674 b
2786,13.5,519.96988,1.16,2447.1,3.833,6102.0,1.35,1.25,0.26,1,2,46.2845,0.15247803435741755,0,HD 50499 b
2787,13.2,931.2419,2.22,8619.9,9.02,6099.0,1.42,1.31,0.38,1,2,46.2845,0.1834708760569929,0,HD 50499 c
2788,12.8,1859.29618,4.87,1293.0,2.353,5987.0,1.02,1.04,-0.04,1,1,31.1664,0.32307004872156836,0,HD 50554 b
2789,13.7,384.5743,0.822,119.27,0.52,6136.0,1.32,1.2,0.21,1,1,29.9803,0.3123373162691467,0,HD 52265 b
2790,13.5,494.54348,1.1,637.1,1.57,4871.0,4.06,1.27,0.15,1,2,121.405,0.30808120202864786,0,HD 5319 b
2791,13.8,334.67499,0.7,872.2,1.93,4871.0,4.06,1.27,0.15,1,2,121.405,0.2224341149250412,0,HD 5319 c
2792,12.9,1357.1273,3.47,1827.0,3.18,6012.0,1.52,1.29,0.37,1,1,77.9693,0.23628541348459983,0,HD 55696 b
2793,12.8,1837.0574,4.81,139.35,0.53,4830.0,9.09,1.01,-0.5,1,1,219.216,0.4731556278212577,0,HD 5583 b
2794,13.7,371.22358,0.793,768.7,1.79,4807.0,5.43,1.29,0.04,2,1,58.1105,0.252058437008399,0,HD 5608 b
2795,12.5,104.88,0.295,492.3,1.2,5902.0,1.01,0.96,-0.2,1,1,51.1659,0.36477711311518496,0,HD 564 b
2796,3.71,13.3,1.43,29.04992,0.229,8500.0,1.75,1.89,0.0,1,1,272.217,0.31391971745170744,0,HD 56414 b
2797,12.6,2425.0429,6.66,177.11,0.64,4673.0,10.64,1.93,-0.37,1,1,283.502,0.4696932913856154,0,HD 5891 b
2798,12.7,2199.3836,5.9,299.36,1.086,4658.0,13.2,1.9,0.15,2,1,89.2721,0.5888711475942184,0,HD 59686 A b
2799,12.7,2065.895,5.54,495.4,1.5,4348.0,27.0,1.7,-0.17,1,1,315.211,0.5649396830266233,0,HD 60292 b
2800,13.8,336.8998,0.704,201.9,0.77,6245.0,2.57,1.5,-0.26,1,2,25.9716,0.35247276055173477,0,HD 60532 b
2801,13.3,797.7533,1.86,600.1,1.6,6245.0,2.57,1.5,-0.26,1,2,25.9716,0.3471072181260169,0,HD 60532 c
2802,2.428,10.0,3.82,5.2549,0.06,5934.0,1.01,1.03,-0.05,2,1,67.6203,0.4496195638773454,0,HD 6061 b
2803,12.1,5965.6392,18.5,5138.0,6.15,6255.0,1.4,1.16,-0.11,1,2,53.112,0.03155692959565159,0,HD 62364 b
2804,12.0,7923.46219,25.2,74839.94555,36.984,6255.0,1.4,1.19,-0.11,1,2,53.112,0.009358035255123411,0,HD 62364 c
2805,13.3,731.0,1.71,589.64,1.64,4892.63,8.9,2.0,0.103,1,1,10.34,0.3475826716920884,0,HD 62509 b
2806,14.2,168.4499,0.323,358.0,0.94,5449.0,0.83,0.65,-0.16,1,1,32.5376,0.4568125149510196,0,HD 63765 b
2807,13.2,813.64072,1.94,623.0,1.51,5078.0,5.44,1.64,-0.21,1,1,129.966,0.33897123172881843,0,HD 64121 b
2808,14.2,155.7367,0.299,21.998,0.14,5769.0,1.12,1.1,-0.55,1,1,42.358,0.2597041495839482,0,HD 6434 b
2809,13.6,411.58985,0.899,577.6,1.301,5612.0,0.88,0.87,-0.168,3,2,35.1205,0.33073470815616257,0,HD 65216 b
2810,13.4,645.1949,1.47,5370.0,5.75,5612.0,0.89,0.87,-0.168,3,2,35.1205,0.16012288542408978,0,HD 65216 c
2811,12.8,1906.9,5.0,480.5,1.2,4323.0,21.4,1.1,-0.323,1,1,68.1509,0.5469999354596701,0,HD 66141 b
2812,12.4,3478.94974,10.0,2269.81726,3.395,5716.0,1.13,1.01,0.23,1,2,53.2817,0.14938010799465407,0,HD 66428 b
2813,13.5,560.64931,1.25,10478.84437,9.408,5647.6,1.17,1.01,0.271,1,2,53.2817,0.1538551104602097,0,HD 66428 c
2814,13.1,973.0,2.38,352.2,1.08,6330.0,1.55,1.36,0.25,1,2,76.5217,0.5105106881712567,0,HD 67087 b
2815,12.9,1540.0,3.94,2374.0,3.86,6330.0,1.55,1.36,0.25,1,2,76.5217,0.25205232838034586,0,HD 67087 c
2816,13.5,533.9544,1.19,2496.0,3.55,5801.0,0.95,1.08,-0.03,1,1,51.3444,0.15316460535753537,0,HD 6718 b
2817,12.6,2510.84442,6.9,1103.0,2.18,5950.0,1.02,1.12,0.29,1,1,78.4293,0.30324020145424424,0,HD 68402 b
2818,11.9,8981.83078,29.3,663.87,2.03,3802.0,86.4,2.49,-0.03,1,1,61.12469,0.1516167850587637,0,HD 6860 b
2819,13.4,626.1251,1.43,6.27711,0.07,5932.0,1.19,1.28,0.35,1,2,60.8447,0.28371644380140276,0,HD 68988 b
2820,12.3,4767.4261,14.1,16000.0,13.2,5883.41,1.26,1.17,0.305,1,2,60.8447,0.0701207070370137,0,HD 68988 c
2821,13.1,982.08978,2.4,1193.3,2.482,4842.0,7.72,1.68,0.05,1,1,75.116,0.2241017638132896,0,HD 69123 b
2822,12.8,1900.0,4.98,851.8,1.76,5737.0,0.98,1.0,-0.18,1,1,59.182,0.3907407216252989,0,HD 70573 b
2823,13.0,1239.53079,3.1,2124.54,3.318,5732.0,0.98,1.08,0.22,1,1,29.276,0.21794052556164467,0,HD 70642 b
2824,11.1,85.8141,0.345,615.0,1.36,5371.0,0.97,0.77,0.32,1,1,36.1531,0.2987992049487271,0,HD 7199 b
2825,13.5,561.92344,1.26,858.0,1.88,4934.0,4.96,1.21,-0.13,1,1,126.339,0.2406278958631133,0,HD 72490 b
2826,13.2,949.67128,2.27,3549.39854,4.691,5932.0,1.46,1.09,0.014,1,2,51.8949,0.18519788065872847,0,HD 72659 b
2827,12.1,5977.08102,18.5,18207.72098,13.959,5932.0,1.46,1.09,0.014,1,2,51.8949,0.03155622503374258,0,HD 72659 c
2828,12.8,1737.88573,4.55,39.44603,0.228,5688.0,1.22,1.01,0.25,1,1,69.7311,0.4166488142615072,0,HD 72892 b
2829,12.2,5085.25451,15.4,2690.0,3.8,5570.0,0.94,1.0,0.29,1,1,36.708,0.05595858275833751,0,HD 73256 c
2830,13.0,1321.53052,3.31,1257.99159,2.229,5387.0,0.91,0.93,0.03,1,2,50.4093,0.25253637193161116,0,HD 73267 b
2831,12.8,1630.77756,4.27,17071.78045,12.688,5317.0,0.96,0.93,0.03,1,2,50.4093,0.2661624979402487,0,HD 73267 c
2832,2.884,10.48,2.451,15.611,0.131,6252.6,1.22,1.2,0.143,1,1,35.26,0.369965977761513,0,HD 73344 b
2833,13.1,978.9164,2.39,188.3,0.65,5601.0,1.53,1.14,0.22,1,2,97.2396,0.39456255500117515,0,HD 73526 b
2834,13.3,715.09,1.67,379.1,1.03,5633.0,1.53,1.01,0.232,1,2,97.2396,0.48697167831076027,0,HD 73526 c
2835,13.7,353.42696,0.755,1750.0,2.99,4917.0,2.58,1.16,0.232,1,1,83.3321,0.14815837653191588,0,HD 73534 b
2836,13.5,532.36258,1.19,51.63564,0.28,6068.0,1.51,1.1,0.11,1,2,57.603,0.29343633905538175,0,HD 74156 b
2837,12.5,2753.98315,7.75,2448.48726,3.678,6068.0,1.51,1.1,0.131,1,2,57.603,0.22309961047593066,0,HD 74156 c
2838,12.6,2597.9294,7.14,1270.55195,2.438,6024.0,0.97,1.2,-0.105,2,1,38.662,0.2759294270096631,0,HD 7449 b
2839,5.12,23.0,0.942,15.017,0.121,5783.0,1.33,1.04,0.07,1,2,52.0648,0.27867773874578017,0,HD 74698 b
2840,14.0,126.0,0.252,3449.0,4.5,5783.0,1.33,1.04,0.07,1,2,52.0648,0.12843759737062369,0,HD 74698 c
2841,14.2,155.7367,0.299,3.50927,0.05,6117.0,1.23,1.29,0.26,2,1,29.1158,0.2532756150103081,0,HD 75289 b
2842,12.8,1716.2734,4.5,4356.0,5.3,5697.46,0.94,1.06,0.086,1,1,30.3288,0.27751376061881217,0,HD 75302 b
2843,13.8,317.83,0.665,341.2,1.032,4867.0,3.4,1.26,0.25,1,2,85.4321,0.4504491708447574,0,HD 75784 b
2844,12.8,1792.5612,4.7,7900.0,8.4,4867.0,3.4,1.26,0.28,1,2,85.4321,0.2877655942518911,0,HD 75784 c
2845,13.2,861.3193,2.06,422.9,1.191,5963.0,1.58,1.26,0.28,1,1,78.0505,0.46288284756997794,0,HD 75898 b
2846,9.6,66.7443,0.415,3.97097,0.05,5644.0,1.37,0.99,0.31,1,1,60.8831,0.25624743455818,0,HD 76700 b
2847,13.1,994.80291,2.43,415.891,1.091,4664.0,8.33,1.0,-0.19,1,1,184.031,0.4807767646836501,0,HD 76920 b
2848,4.12,15.9,1.25,5.7361,0.06,5341.0,0.97,1.37,0.32,1,1,45.935,0.2931404042712667,0,HD 77338 b
2849,2.896,10.9,2.44,6.527363,0.073,6007.0,1.32,1.2,0.215,1,1,99.451,0.36583651822263336,0,HD 77946 b
2850,14.1,203.41018,0.399,273.1,0.9,4862.0,11.06,1.28,-0.28,1,1,103.335,0.39084211817015896,0,HD 79181 b
2851,13.6,425.8922,0.93,1807.0,2.98,5748.0,1.05,1.08,0.18,2,1,48.9489,0.15160986235306384,0,HD 79498 b
2852,11.994,1392.0954,5.08,111.4367,0.4565,5561.0,1.04,1.15,0.35,2,1,66.4711,0.47468906232465685,0,HD 80606 b
2853,1.613,5.72,7.47,0.719573,0.01661,5959.0,1.22,1.18,0.255,1,2,109.86,0.5369997117044485,0,HD 80653 b
2854,12.8,1609.80088,4.22,1752.92067,2.905,5837.0,1.06,1.06,0.17,1,1,85.3951,0.27122080727250414,0,HD 80869 b
2855,12.8,1748.05624,4.58,6383.78352,6.462,5177.91,0.81,0.88,-0.264,1,1,34.6011,0.2815662956086541,0,HD 80883 b
2856,12.0,7505.2,23.9,10839.83341,9.95,6013.24,1.65,1.11,-0.68,1,1,61.3603,0.011846648308003761,0,HD 80913 b
2857,12.6,2393.2479,6.57,1004.7,1.946,5755.0,0.91,0.96,-0.04,1,1,34.4341,0.3328845477415316,0,HD 81040 b
2858,13.5,525.68819,1.17,183.93,0.648,4797.0,11.13,1.07,-0.32,1,1,85.7183,0.3545379711255881,0,HD 81688 b
2859,12.0,7668.5638,24.4,1021.20159,3.233,4140.0,83.8,4.3,-0.17,1,2,269.126,0.06614558656040993,0,HD 81817 b
2860,12.0,7185.78245,22.9,622.97802,2.325,4043.33,109.46,4.3,-0.17,1,2,269.126,0.17880366009466686,0,HD 81817 c
2861,13.3,740.5439,1.73,705.0,1.58,4953.0,5.26,2.53,-0.31,1,1,127.061,0.29935298318451475,0,HD 82886 b
2862,13.5,534.25,1.19,441.47,1.18306,5935.0,1.18,1.08,0.26,1,2,27.5902,0.42274075474656797,0,HD 82943 b
2863,13.4,622.603,1.42,220.078,0.74345,5935.0,1.18,1.08,0.26,1,2,27.5902,0.3826845168036121,0,HD 82943 c
2864,9.58,66.6,0.416,158.991,0.533,4914.0,0.78,0.8,0.04,1,1,30.6862,0.3218147535786699,0,HD 8326 b
2865,14.1,127.76702,0.25,2.985628,0.0406,5442.0,0.94,1.0,0.34,1,2,40.8991,0.2519520909406455,0,HD 83443 b
2866,13.6,476.74261,1.04,8241.0,8.0,5442.0,0.94,1.0,0.34,1,2,40.8991,0.1481015685145683,0,HD 83443 c
2867,14.0,216.1244,0.433,1313.0,2.45,6136.0,1.19,1.13,0.06,2,1,55.4401,0.15753950120795465,0,HD 8535 b
2868,13.4,645.1949,1.47,227.0,0.76,6064.0,1.38,1.34,0.01,1,1,44.8264,0.38841670548718593,0,HD 8574 b
2869,12.5,2877.30057,8.1,25775.78859,15.947,4927.56,0.78,0.81,-0.02,1,1,40.3661,0.20832612338035128,0,HD 86065 b
2870,13.6,470.3884,1.03,2.1378431,0.0346,5939.0,1.46,1.21,0.22,2,1,103.936,0.27117935679212685,0,HD 86081 b
2871,14.3,143.0235,0.269,1628.0,2.73,5863.0,1.05,1.02,0.018,1,2,45.683,0.13926798770343427,0,HD 86226 b
2872,12.5,3117.26102,8.77,1488.79123,2.763,6210.0,1.88,1.26,0.202,1,1,67.8107,0.19985402184237486,0,HD 86264 b
2873,12.3,4210.59074,12.4,1644.69097,2.97,6389.05,1.5,1.28,0.147,2,1,37.8619,0.10549886266893187,0,HD 8673 b
2874,13.0,1144.188,2.86,1270.0,2.72,4805.0,8.8,1.66,0.04,1,1,209.839,0.2340649175915074,0,HD 86950 b
2875,12.4,3941.092,11.4,13.481,0.117,5770.0,1.55,1.12,-0.17,3,1,73.58352,0.2416953038042264,0,HD 87646 b
2876,12.8,1719.13385,4.5,3309.22118,4.055,4980.0,0.8,0.81,0.093,1,1,18.2912,0.27761305899005867,0,HD 87883 b
2877,12.6,2511.7979,6.9,18538.79293,13.895,5785.33,1.03,1.04,0.043,1,1,35.9098,0.2590150540935802,0,HD 88072 b
2878,13.8,324.1866,0.678,3.414884,0.0479,5392.0,2.2,1.26,0.34,1,1,73.6123,0.26246243800772273,0,HD 88133 b
2879,2.49,17.2,6.1,146.05,0.58,5861.0,1.54,1.25,0.06,1,1,33.2673,0.5575215744683468,0,HD 88986 b
2880,13.4,642.01338,1.47,2166.0,3.27,5955.0,1.1,1.27,-0.13,1,1,32.0104,0.16253090142323165,0,HD 89307 b
2881,7.398,34.9613,0.471,11.8143,0.1066,5576.0,1.75,1.16,0.421,1,1,132.345,0.26078250447398393,0,HD 89345 b
2882,12.6,2653.8805,7.29,256.78,0.917,6291.0,2.13,1.86,0.224,2,1,38.6364,0.4890034585236262,0,HD 89744 b
2883,12.9,1592.32032,4.08,3441.0,4.761,6314.0,1.29,1.21,0.04,1,1,57.3063,0.25721416807130654,0,HD 89839 b
2884,13.7,352.7913,0.754,1179.0,2.2,5577.0,1.67,1.03,0.39,1,1,81.4893,0.1765275356595107,0,HD 9174 b
2885,13.0,1195.0408,2.99,325.803,0.97,5744.0,1.14,1.15,0.27,1,2,34.6538,0.5101974446841658,0,HD 92788 b
2886,13.0,1166.4361,2.92,11611.2975,10.5,5744.0,1.14,1.15,0.27,1,2,34.6538,0.2083247947532837,0,HD 92788 c
2887,13.4,117.59,0.269,143.58,0.477,4995.0,0.85,0.7,0.15,1,1,28.5159,0.31044246299724276,0,HD 93083 b
2888,12.3,4154.01728,12.3,14010.2941,11.154,5408.0,0.91,0.94,-0.23,1,2,56.163,0.09721067373507997,0,HD 93351 c
2889,3.12,18.4,3.31,3.6451389,0.04726,5908.0,1.03,1.08,0.11,2,2,82.3432,0.38746922481223667,0,HD 93963 A c
2890,14.0,222.472,0.446,30.052,0.189,5793.0,1.0,1.0,0.09,1,2,50.3503,0.266108478609064,0,HD 9446 b
2891,13.4,578.426,1.32,192.9,0.654,5793.0,1.0,1.0,0.09,1,2,50.3503,0.3637674592397093,0,HD 9446 c
2892,14.2,169.0,0.324,2164.0,3.48,5631.0,1.9,1.2,0.22,1,1,57.7807,0.13247563423316666,0,HD 94771 b
2893,13.7,400.4658,0.856,1576.0,2.74,4798.0,4.2,1.11,0.12,1,1,98.1609,0.15535061777229073,0,HD 94834 b
2894,13.7,400.4658,0.856,464.4,1.36,4918.0,5.08,1.54,0.05,1,2,136.957,0.3973266091564192,0,HD 95089 b
2895,13.1,1096.5135,2.68,1785.0,3.33,4918.0,5.08,1.54,0.05,1,2,136.957,0.20628058661462048,0,HD 95089 c
2896,12.4,3378.5329,9.74,482.0,1.28,4218.0,41.01,3.7,-0.18,1,1,676.579,0.3968334093386973,0,HD 95127 b
2897,12.8,1913.64484,5.01,2041.54152,3.166,5722.0,1.09,1.01,0.11,1,1,87.8049,0.3078058235703893,0,HD 95544 b
2898,13.0,1188.6842,2.97,4375.0,5.15,5312.0,0.84,0.7,0.41,1,1,72.2195,0.21022949448297343,0,HD 95872 b
2899,13.7,403.6441,0.863,362.5,1.11,5020.0,4.75,1.37,-0.3,1,1,140.065,0.4742526325358954,0,HD 96063 b
2900,12.1,6661.7168,20.7,647.29999,1.42,3943.0,51.1,10.94,-0.24,1,1,587.659,0.1751666485471091,0,HD 96127 b
2901,14.0,227.88411,0.456,498.04,1.332,5733.0,1.94,1.27,0.34,2,1,85.3006,0.3649399160527269,0,HD 96167 b
2902,13.7,362.3262,0.774,514.0,1.24,4725.0,7.43,0.96,-0.45,1,1,396.082,0.36294637591597373,0,HD 96992 b
2903,12.1,6707.76853,20.8,6449.08337,6.925,5874.1,1.26,1.06,-0.077,1,1,32.413,0.020789158787237427,0,HD 97037 b
2904,13.4,624.21812,1.43,433.8,1.26,4925.0,4.6,1.41,-0.02,1,1,113.704,0.4352577101620952,0,HD 98219 b
2905,12.6,2665.30902,7.32,5697.3043,6.297,5759.0,1.01,1.02,0.02,1,1,42.1727,0.24000570831564397,0,HD 98649 b
2906,13.3,740.5439,1.73,968.8,1.864,5271.0,0.93,0.92,0.36,2,1,32.4459,0.23172065732559477,0,HD 98736 b
2907,14.3,139.8452,0.263,439.29999,1.11,5282.0,0.98,0.76,0.35,1,1,54.7901,0.4007862030828891,0,HD 99109 b
2908,13.8,308.29355,0.645,310.4,1.08,4886.0,11.21,1.76,-0.16,1,1,111.093,0.4247095549708284,0,HD 99283 b
2909,13.7,390.9309,0.835,841.0,1.98,4862.0,5.52,1.46,0.14,1,2,146.6,0.23330677322074803,0,HD 99706 b
2910,12.6,2606.1,7.16,184.2,0.81,4780.0,10.31,2.1,0.31,1,1,78.6381,0.4501275275637064,0,HIP 105854 b
2911,13.4,629.3034,1.44,144.3,0.72,4945.0,11.6,2.42,0.03,1,1,105.18,0.34129096942627407,0,HIP 107773 b
2912,13.5,495.8148,1.11,499.48,1.134,5180.0,0.83,0.78,-0.26,1,1,58.9582,0.3808158965821647,0,HIP 109384 b
2913,13.2,851.7844,2.04,232.08,0.706,5530.0,0.97,0.87,-0.12,2,1,66.3361,0.4090657244804798,0,HIP 109600 b
2914,13.4,616.58711,1.41,1481.6,2.84,4823.0,5.27,1.39,0.06,1,1,101.766,0.17407396786714383,0,HIP 114933 b
2915,13.0,1239.537,3.1,6.673892,0.0696,5544.0,1.07,1.01,0.24,1,3,50.48,0.3401303590695867,0,HIP 14810 b
2916,13.6,416.3573,0.91,147.747,0.549,5544.0,1.07,1.01,0.24,1,3,50.48,0.3284122459382634,0,HIP 14810 c
2917,14.1,187.5197,0.368,981.8,1.94,5544.0,1.07,1.01,0.24,1,3,50.48,0.19272507693210691,0,HIP 14810 d
2918,12.0,7627.88177,24.3,22000.0,17.0,6655.0,1.59,1.4,0.13,2,1,43.4073,0.01101750186271258,0,HIP 21152 b
2919,12.0,7500.75041,23.9,31000.0,22.1,7201.0,1.52,1.52,-0.26,1,1,66.3217,0.011846648307886743,0,HIP 39017 b
2920,13.6,451.0,0.985,345.72,0.89,4962.0,0.75,0.78,0.1,1,2,51.6026,0.4626086602873232,0,HIP 5158 b
2921,12.2,4780.1632,14.5,9017.76,7.7,4813.0,0.75,0.78,0.17,1,2,51.6026,0.06521137666468917,0,HIP 5158 c
2922,12.7,2151.69832,5.77,2675.57603,4.55,4769.0,4.93,1.75,-0.03,1,1,122.324,0.31856924560675365,0,HIP 56640 b
2923,12.5,2917.56,8.21,124.6,0.565,4830.0,10.28,1.54,-0.31,1,1,156.456,0.3766881082769315,0,HIP 63242 b
2924,22.754,1021.18779,0.48,0.9809734,0.01782,4590.0,0.72,0.78,0.18,2,1,61.7856,0.2567443847615758,0,HIP 65 A b
2925,14.3,136.03124,0.256,28.125,0.177,5460.0,0.95,0.93,0.25,1,2,61.7804,0.26090084138651215,0,HIP 65407 b
2926,13.9,249.17872,0.51,67.3,0.316,5460.0,0.95,0.93,0.25,1,2,61.7804,0.2819562736311809,0,HIP 65407 c
2927,12.8,1871.37366,4.9,1079.55726,2.794,5000.0,8.93,2.49,0.16,1,1,150.292,0.3455593057263311,0,HIP 65891 b
2928,12.9,1589.14204,4.07,310.9,0.799,4300.0,0.69,0.71,0.12,1,1,35.4438,0.5439210325630602,0,HIP 66074 b
2929,9.987,71.4,0.394,6.9594731,0.0748,5675.0,1.38,1.22,0.0,1,2,127.28,0.25674324722368835,0,HIP 67522 b
2930,7.936,48.3,0.531,14.334892,0.1228,5675.0,1.38,1.22,0.0,1,2,127.28,0.26289111038820584,0,HIP 67522 c
2931,12.3,4309.11754,12.7,2523.64713,4.807,4985.0,8.69,2.32,0.15,1,1,116.046,0.09130862513788408,0,HIP 67537 b
2932,13.5,498.35494,1.11,88.87622,0.482,4890.0,5.95,1.9,0.0,1,2,64.1181,0.3064039398678999,0,HIP 67851 b
2933,12.7,2204.77566,5.91,3923.6609,6.032,4890.0,5.95,1.9,0.0,1,2,64.1181,0.3100147221083394,0,HIP 67851 c
2934,13.3,762.792,1.78,822.3,2.1,4850.0,5.77,1.74,0.2,1,1,78.6562,0.2647637436119532,0,HIP 74890 b
2935,13.5,568.91285,1.27,926.4,2.02,4891.0,4.53,1.28,-0.01,1,1,81.6696,0.2261366133521218,0,HIP 75092 b
2936,12.6,2451.72833,6.73,1852.14387,3.729,4670.0,7.83,2.01,-0.15,2,2,155.121,0.27281828384546836,0,HIP 8541 b
2937,13.4,668.07531,1.53,455.73816,1.36,4883.0,3.94,1.61,0.17,1,1,94.0349,0.42206246554356036,0,HIP 90988 b
2938,13.7,346.4347,0.74,5.0505,0.06,5519.0,0.89,0.97,0.23,1,1,45.8846,0.2645873790393274,0,HIP 91258 b
2939,12.1,6098.17365,18.9,1062.26506,2.491,5020.0,5.34,1.81,0.29,1,1,102.275,0.0787898842651631,0,HIP 97233 b
2940,13.1,1052.01203,2.57,27000.0,18.0,5794.0,1.53,1.07,0.1,2,1,31.4607,0.19550327901335118,0,HR 5183 b
2941,12.7,1970.53612,5.29,302.79999,0.92,6167.0,1.13,1.34,0.16,1,1,17.3181,0.6012356393820916,0,HR 810 b
2942,13.0,2000.0,5.0,170000.0,68.0,7204.58,1.49,1.5,-0.47,1,4,41.2441,0.30386719478333535,0,HR 8799 b
2943,13.0,3000.0,7.5,69000.0,38.0,7204.58,1.49,1.5,-0.47,1,4,41.2441,0.2322908575286715,0,HR 8799 c
2944,13.0,3000.0,7.5,37000.0,24.0,7204.58,1.49,1.5,-0.47,1,4,41.2441,0.2322908575286715,0,HR 8799 d
2945,13.115,3178.3,7.74,20815.6,16.4,7400.0,1.49,1.51,-0.5,1,4,41.2441,0.22238997968320065,0,HR 8799 e
2946,12.7,2002.329,5.37,734.0,2.038,4740.1,10.27,2.1,0.12,1,1,859.324,0.44643036723410273,0,IC 4651 9122 b
2947,3.88,21.8,2.04,1.6739035,0.0301,5945.0,1.24,1.15,0.22,1,1,188.959,0.31947383328382933,0,K2-100 b
2948,3.59,30.0,3.56,8.2669928,0.0833,5636.0,0.97,1.05,0.23,1,1,197.989,0.3844215634970474,0,K2-105 b
2949,15.98,266.9772,0.35,3.313959,0.0475,6061.0,1.81,1.3,0.14,1,1,685.2,0.2544127891020778,0,K2-107 b
2950,5.33,59.4,2.22,4.733999,0.0581,5599.0,1.76,1.17,0.36,1,1,477.295,0.31208456626384967,0,K2-108 b
2951,7.55,44.4,0.567,39.93767,0.2257,5433.0,5.15,1.35,-0.12,1,1,329.309,0.27318942988833406,0,K2-11 b
2952,12.14,410.0007,1.97,5.817685,0.0642,5660.0,1.24,1.04,0.27,1,1,635.722,0.2999309955464336,0,K2-113 b
2953,10.447,638.8351,3.08,11.3909311,0.0943,4920.0,0.82,0.86,0.41,1,1,475.758,0.3409980916586115,0,K2-114 b
2954,12.06,266.9772,0.82,20.272615,0.143,5657.0,0.88,0.95,-0.1,1,1,413.591,0.271934009264929,0,K2-115 b
2955,2.44,5.2,1.6,8.28246,0.0792,5672.0,1.12,0.97,0.0,1,1,326.381,0.3683587329182336,0,K2-12 b
2956,14.572,155.7367,0.277,9.1751,0.0916,4840.0,3.85,1.08,-0.01,1,1,609.818,0.25469507897481974,0,K2-132 b
2957,9.11,123.00021,0.91,28.380619,0.1796,5370.0,0.88,0.96,0.24,1,1,153.856,0.2772820643813063,0,K2-139 b
2958,13.563,295.58042,0.66,6.569188,0.068,5585.0,1.06,0.96,0.1,1,1,347.917,0.26308395539521673,0,K2-140 b
2959,2.19,5.43,2.84,8.52695,0.0858,5960.0,1.61,1.16,0.09,1,2,476.882,0.4322499737056143,0,K2-166 b
2960,2.84,8.45,2.03,6.894256,0.0706,5608.0,1.07,0.99,0.23,1,1,360.911,0.35515274468236235,0,K2-181 b
2961,2.83,8.4,2.04,7.810253,0.0785,5977.0,1.19,1.06,-0.01,1,2,446.821,0.35632055638979726,0,K2-188 c
2962,3.95,14.8,1.32,14.786889,0.1184,5817.0,0.98,1.01,0.0,1,1,411.923,0.3009602797728875,0,K2-193 b
2963,2.56,7.08,2.32,8.357881,0.0806,5667.0,0.93,1.0,0.08,1,1,247.637,0.3823395526306977,0,K2-197 b
2964,2.43,6.48,2.48,8.596802,0.0834,5854.0,1.27,1.05,0.05,1,1,300.64,0.3976506414798284,0,K2-214 b
2965,2.39,6.3,2.54,13.683256,0.1104,5660.0,1.02,0.96,0.04,1,1,233.514,0.40477251992122115,0,K2-220 b
2966,1.5,2.86,4.66,4.562546,0.0549,5859.0,1.0,1.06,0.19,1,2,198.604,0.6120264039343227,0,K2-223 c
2967,3.49,12.0,1.55,15.87209,0.134,5742.0,1.7,1.27,0.38,1,1,357.778,0.3181723042410245,0,K2-225 b
2968,1.96,4.5,3.28,2.86041,0.0409,5945.0,1.39,1.11,0.1,1,1,540.773,0.4736097007356503,0,K2-230 b
2969,11.209,126.49634,0.405,11.168454,0.10356,6154.0,1.16,1.19,0.1,1,1,130.72,0.2584256759125328,0,K2-232 b
2970,16.197,433.20012,0.562,2.18053539,0.03558,6360.0,1.26,1.26,0.137,1,1,314.995,0.25915487610533955,0,K2-237 b
2971,14.572,273.3338,0.56,3.20466,0.046,5630.0,1.59,1.19,0.34,1,1,537.963,0.2594523131425586,0,K2-238 b
2972,5.4,19.0,0.64,20.88977,0.154,5625.0,1.16,1.07,0.34,1,2,170.562,0.2716667762954657,0,K2-24 b
2973,7.5,15.4,0.2,42.3391,0.247,5625.0,1.16,1.07,0.34,1,2,170.562,0.26535820502765245,0,K2-24 c
2974,2.17,5.35,2.88,11.54182,0.1087,6570.0,1.39,1.29,-0.03,1,2,266.864,0.4368348694830946,0,K2-243 b
